,datetime,avg_price
0,2019-12-24,170.0
1,2019-12-25,172.5
2,2019-12-26,177.5
3,2019-12-27,180.0
4,2019-12-28,179.5
5,2019-12-29,179.5
6,2019-12-30,177.5
7,2019-12-31,185.0
8,2020-01-01,186.5
9,2020-01-02,177.5
10,2020-01-03,178.0
11,2020-01-04,180.0
12,2020-01-05,180.0
13,2020-01-06,180.0
14,2020-01-07,180.0
15,2020-01-08,180.0
16,2020-01-09,179.5
17,2020-01-10,180.0
18,2020-01-11,179.0
19,2020-01-12,180.0
20,2020-01-13,180.0
21,2020-01-14,177.5
22,2020-01-15,179.5
23,2020-01-16,180.0
24,2020-01-17,180.0
25,2020-01-18,180.0
26,2020-01-19,180.0
27,2020-01-20,177.5
28,2020-01-21,179.5
29,2020-01-22,177.0
30,2020-01-23,177.5
31,2020-01-24,177.5
32,2020-01-25,179.0
33,2020-01-26,177.5
34,2020-01-27,177.5
35,2020-01-28,180.0
36,2020-01-29,181.0
37,2020-01-30,182.5
38,2020-01-31,180.0
39,2020-02-01,184.5
40,2020-02-02,180.0
41,2020-02-03,181.0
42,2020-02-04,180.0
43,2020-02-05,132.5
44,2020-02-06,130.0
45,2020-02-07,134.0
46,2020-02-08,135.0
47,2020-02-09,139.5
48,2020-02-10,145.0
49,2020-02-11,140.0
50,2020-02-12,145.0
51,2020-02-13,142.5
52,2020-02-14,128.0
53,2020-02-15,130.0
54,2020-02-16,137.5
55,2020-02-17,140.0
56,2020-02-18,140.0
57,2020-02-19,129.0
58,2020-02-20,129.5
59,2020-02-21,124.5
60,2020-02-22,116.0
61,2020-02-23,113.5
62,2020-02-24,108.5
63,2020-02-25,108.5
64,2020-02-26,110.0
65,2020-02-27,105.0
66,2020-02-28,100.0
67,2020-02-29,100.0
68,2020-03-01,99.5
69,2020-03-02,99.0
70,2020-03-03,102.5
71,2020-03-04,99.5
72,2020-03-05,99.5
73,2020-03-06,100.0
74,2020-03-07,100.0
75,2020-03-08,100.0
76,2020-03-09,100.0
77,2020-03-10,98.0
78,2020-03-11,97.5
79,2020-03-12,95.0
80,2020-03-13,95.0
81,2020-03-14,92.0
82,2020-03-15,91.5
83,2020-03-16,92.5
84,2020-03-17,90.0
85,2020-03-18,92.0
86,2020-03-19,89.5
87,2020-03-20,89.0
88,2020-03-21,91.5
