,last_seen,user,status_data,platinum,order_type
2,2020-03-07,Nakatanai,ingame,100.0,sell
513,2020-03-07,sanhdieu123,ingame,100.0,sell
701,2020-03-07,wert1978,ingame,100.0,sell
506,2020-03-07,InsomniacSloth,ingame,100.0,sell
788,2020-03-07,Xx--Reaper--xX,ingame,100.0,sell
481,2020-03-07,Snow_Hellhound,ingame,100.0,sell
86,2020-03-07,Zilacon,ingame,100.0,sell
795,2020-03-07,SchoolHead,ingame,100.0,sell
347,2020-03-07,HLixir,ingame,109.0,sell
907,2020-03-07,EbonyVortex,ingame,120.0,sell
241,2020-03-07,-BM-SniperKitten,ingame,125.0,sell
172,2020-03-07,Sirius777,ingame,170.0,sell
25,2020-03-07,shinomay,ingame,200.0,sell
742,2020-03-07,360_Sanya_360,ingame,40.0,sell
941,2020-03-07,CharsKun,ingame,40.0,sell
369,2020-03-07,DrinkTee,ingame,120.0,sell
312,2020-03-07,-Pixxy,ingame,140.0,sell
145,2020-03-07,-AK-A_LOLI_DWAGON_UWU,ingame,150.0,sell
479,2020-03-07,JQLOOL,ingame,200.0,sell
657,2020-03-07,john33512,ingame,40.0,sell
744,2020-03-07,ErChai,ingame,40.0,sell
861,2020-03-07,just11kid,ingame,40.0,sell
495,2020-03-06,urgeN11,offline,100.0,sell
270,2020-03-07,foresta,offline,100.0,sell
485,2020-03-07,purpurim,offline,100.0,sell
164,2020-03-07,YuweeY,offline,100.0,sell
64,2020-03-07,flybye444,offline,100.0,sell
306,2020-03-06,Gudj,offline,100.0,sell
318,2020-03-06,I_GoldenGhost_I,offline,100.0,sell
327,2020-03-06,mimimor,offline,100.0,sell
338,2020-03-06,Inthelightofsilence,offline,100.0,sell
394,2020-03-06,RumblerFunster,offline,100.0,sell
532,2020-03-07,Carlis69,offline,100.0,sell
61,2020-03-06,Helen408,offline,100.0,sell
728,2020-03-07,marcel.cooli.420,offline,100.0,sell
794,2020-03-06,Kuzowen,offline,100.0,sell
613,2020-03-07,Elig3,offline,100.0,sell
755,2020-03-07,vordik,offline,100.0,sell
237,2020-03-06,MarksonFR,offline,100.0,sell
891,2020-03-06,SubHUNTER,offline,100.0,sell
353,2020-03-07,Zlauker,offline,100.0,sell
654,2020-03-07,Migstock,offline,100.0,sell
243,2020-03-06,VJ88,offline,100.0,sell
244,2020-03-07,Triymid,offline,100.0,sell
446,2020-03-08,ipwaframe,offline,100.0,sell
199,2020-03-08,topline1234,ingame,100.0,sell
265,2020-03-07,Alberto69,offline,100.0,sell
897,2020-03-07,_pepsi_,offline,100.0,sell
902,2020-03-08,NAME415,offline,100.0,sell
384,2020-03-08,Drakual,ingame,120.0,sell
79,2020-03-08,BoyAM,ingame,140.0,sell
136,2020-03-07,MrToxic2703,ingame,150.0,sell
266,2020-03-08,balkon_OFFEN_,ingame,180.0,sell
162,2020-03-08,WingsairHeart,ingame,200.0,sell
12,2020-03-08,pr0.man,online,200.0,sell
880,2020-03-08,Striker_BY,ingame,100.0,sell
924,2020-03-08,Papstschlumpf,ingame,100.0,sell
298,2020-03-08,Mrugz,ingame,100.0,sell
6,2020-03-08,ComeInChosenOne,ingame,119.0,sell
399,2020-03-08,LSIUFER,ingame,120.0,sell
571,2020-03-08,Nehemz,online,150.0,sell
910,2020-03-08,ThrillingWrath,ingame,100.0,sell
144,2020-03-08,Sheldon777,ingame,150.0,sell
54,2020-03-09,Lewadesveln,ingame,100.0,sell
321,2020-03-09,DeaDsho_OT,ingame,111.0,sell
898,2020-03-09,INDRA360,ingame,150.0,sell
241,2020-03-09,DaySleeper_,online,150.0,sell
66,2020-03-10,.DF.Anubis.,ingame,100.0,sell
18,2020-03-10,Executorder,ingame,149.0,sell
134,2020-03-10,Farveling,ingame,150.0,sell
40,2020-03-10,mapledarksin,online,150.0,sell
458,2020-03-10,Alena_70ru,online,150.0,sell
4,2020-03-11,setber5,ingame,120.0,sell
346,2020-03-11,bucblizzard,ingame,149.0,sell
464,2020-03-11,PetreEbivetre,ingame,150.0,sell
