,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,31.1,15,0.0,-,0.0
1,2020-01-14,31.6,23,0.5,▲,1.0
2,2020-01-15,31.4,10,-0.2,▼,0.0
3,2020-01-16,31.9,14,0.5,▲,1.0
4,2020-01-17,32.5,13,0.6,▲,2.0
5,2020-01-18,32.5,14,0.0,-,2.0
6,2020-01-19,31.5,21,-1.0,▼,1.0
7,2020-01-20,32.2,14,0.7,▲,2.0
8,2020-01-21,33.6,14,1.4,▲,3.0
9,2020-01-22,34.5,18,0.9,▲,4.0
10,2020-01-23,35.2,18,0.7,▲,5.0
11,2020-01-24,36.6,10,1.4,▲,6.0
12,2020-01-25,36.0,23,-0.6,▼,5.0
13,2020-01-26,34.7,17,-1.3,▼,4.0
14,2020-01-27,34.8,15,0.1,▲,5.0
15,2020-01-28,35.5,14,0.7,▲,6.0
16,2020-01-29,35.6,8,0.1,▲,7.0
17,2020-01-30,37.2,17,1.6,▲,8.0
18,2020-01-31,38.2,16,1.0,▲,9.0
19,2020-02-01,38.4,24,0.2,▲,10.0
20,2020-02-02,37.5,23,-0.9,▼,9.0
21,2020-02-03,37.5,18,0.0,-,9.0
22,2020-02-04,36.5,15,-1.0,▼,8.0
23,2020-02-05,37.0,20,0.5,▲,9.0
24,2020-02-06,36.0,6,-1.0,▼,8.0
25,2020-02-07,36.5,13,0.5,▲,9.0
26,2020-02-08,35.5,19,-1.0,▼,8.0
27,2020-02-09,36.0,21,0.5,▲,9.0
28,2020-02-10,35.0,11,-1.0,▼,8.0
29,2020-02-11,33.5,13,-1.5,▼,7.0
30,2020-02-12,33.5,20,0.0,-,7.0
31,2020-02-13,35.0,13,1.5,▲,8.0
32,2020-02-14,35.7,15,0.7,▲,9.0
33,2020-02-15,35.9,26,0.2,▲,10.0
34,2020-02-16,36.9,25,1.0,▲,11.0
35,2020-02-17,37.0,16,0.1,▲,12.0
36,2020-02-18,36.9,37,-0.1,▼,11.0
37,2020-02-19,38.6,16,1.7,▲,12.0
38,2020-02-20,38.9,24,0.3,▲,13.0
39,2020-02-21,40.4,18,1.5,▲,14.0
40,2020-02-22,40.8,16,0.4,▲,15.0
41,2020-02-23,40.9,31,0.1,▲,16.0
42,2020-02-24,39.5,17,-1.4,▼,15.0
43,2020-02-25,40.5,20,1.0,▲,16.0
44,2020-02-26,41.4,13,0.9,▲,17.0
45,2020-02-27,41.4,15,0.0,-,17.0
46,2020-02-28,42.4,24,1.0,▲,18.0
47,2020-02-29,42.9,20,0.5,▲,19.0
48,2020-03-01,42.4,27,-0.5,▼,18.0
49,2020-03-02,42.3,18,-0.1,▼,17.0
50,2020-03-03,44.1,10,1.8,▲,18.0
51,2020-03-04,44.8,6,0.7,▲,19.0
52,2020-03-05,45.3,15,0.5,▲,20.0
53,2020-03-06,46.8,12,1.5,▲,21.0
54,2020-03-07,47.3,23,0.5,▲,22.0
55,2020-03-08,46.9,30,-0.4,▼,21.0
56,2020-03-09,47.0,25,0.1,▲,22.0
57,2020-03-10,47.3,24,0.3,▲,23.0
58,2020-03-11,47.3,11,0.0,-,23.0
59,2020-03-12,47.5,16,0.2,▲,24.0
60,2020-03-13,47.1,20,-0.4,▼,23.0
61,2020-03-14,47.3,20,0.2,▲,24.0
62,2020-03-15,47.0,19,-0.3,▼,23.0
63,2020-03-16,46.0,19,-1.0,▼,22.0
64,2020-03-17,45.2,20,-0.8,▼,21.0
65,2020-03-18,44.3,22,-0.9,▼,20.0
66,2020-03-19,42.3,14,-2.0,▼,19.0
67,2020-03-20,42.3,23,0.0,-,19.0
68,2020-03-21,40.8,21,-1.5,▼,18.0
69,2020-03-22,40.1,23,-0.7,▼,17.0
70,2020-03-23,40.5,9,0.4,▲,18.0
71,2020-03-24,42.0,15,1.5,▲,19.0
72,2020-03-25,41.5,10,-0.5,▼,18.0
73,2020-03-26,43.0,25,1.5,▲,19.0
74,2020-03-27,43.1,15,0.1,▲,20.0
75,2020-03-28,42.6,29,-0.5,▼,19.0
76,2020-03-29,41.1,17,-1.5,▼,18.0
77,2020-03-30,41.1,17,0.0,-,18.0
78,2020-03-31,41.1,22,0.0,-,18.0
79,2020-04-01,41.3,20,0.2,▲,19.0
80,2020-04-02,41.3,35,0.0,-,19.0
81,2020-04-03,42.2,21,0.9,▲,20.0
82,2020-04-04,42.6,23,0.4,▲,21.0
83,2020-04-05,42.6,39,0.0,-,21.0
84,2020-04-06,42.5,16,-0.1,▼,20.0
85,2020-04-07,42.5,16,0.0,-,20.0
86,2020-04-08,41.1,19,-1.4,▼,19.0
87,2020-04-09,41.1,22,0.0,-,19.0
88,2020-04-10,41.3,26,0.2,▲,20.0
89,2020-04-11,41.1,23,-0.2,▼,19.0
90,2020-04-12,41.5,21,0.4,▲,20.0
91,2020-04-13,41.5,27,0.0,-,20.0
92,2020-04-14,41.6,16,0.1,▲,21.0
93,2020-04-15,40.5,18,-1.1,▼,20.0
94,2020-04-16,40.5,16,0.0,-,20.0
95,2020-04-17,39.6,23,-0.9,▼,19.0
