,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,95.8,9,0.0,-,0.0
1,2020-01-14,96.9,8,1.1,▲,1.0
2,2020-01-15,97.7,6,0.8,▲,2.0
3,2020-01-16,98.6,7,0.9,▲,3.0
4,2020-01-17,98.8,9,0.2,▲,4.0
5,2020-01-18,98.9,10,0.1,▲,5.0
6,2020-01-19,98.9,15,0.0,-,5.0
7,2020-01-20,97.8,11,-1.1,▼,4.0
8,2020-01-21,98.8,12,1.0,▲,5.0
9,2020-01-22,99.3,9,0.5,▲,6.0
10,2020-01-23,97.3,10,-2.0,▼,5.0
11,2020-01-24,100.3,7,3.0,▲,6.0
12,2020-01-25,100.6,6,0.3,▲,7.0
13,2020-01-26,100.3,13,-0.3,▼,6.0
14,2020-01-27,102.6,6,2.3,▲,7.0
15,2020-01-28,103.5,5,0.9,▲,8.0
16,2020-01-29,103.5,10,0.0,-,8.0
17,2020-01-30,108.3,5,4.8,▲,9.0
18,2020-01-31,104.8,4,-3.5,▼,8.0
19,2020-02-01,102.6,12,-2.2,▼,7.0
20,2020-02-02,103.5,12,0.9,▲,8.0
21,2020-02-03,100.3,10,-3.2,▼,7.0
22,2020-02-04,99.0,7,-1.3,▼,6.0
23,2020-02-05,100.4,4,1.4,▲,7.0
24,2020-02-06,101.1,7,0.7,▲,8.0
25,2020-02-07,102.2,15,1.1,▲,9.0
26,2020-02-08,102.9,8,0.7,▲,10.0
27,2020-02-09,101.4,14,-1.5,▼,9.0
28,2020-02-10,105.0,13,3.6,▲,10.0
29,2020-02-11,104.3,8,-0.7,▼,9.0
30,2020-02-12,104.1,7,-0.2,▼,8.0
31,2020-02-13,105.6,13,1.5,▲,9.0
32,2020-02-14,104.6,21,-1.0,▼,8.0
33,2020-02-15,101.8,11,-2.8,▼,7.0
34,2020-02-16,103.3,11,1.5,▲,8.0
35,2020-02-17,104.8,14,1.5,▲,9.0
36,2020-02-18,105.4,15,0.6,▲,10.0
37,2020-02-19,107.4,10,2.0,▲,11.0
38,2020-02-20,110.7,11,3.3,▲,12.0
39,2020-02-21,113.2,11,2.5,▲,13.0
40,2020-02-22,113.3,15,0.1,▲,14.0
41,2020-02-23,113.2,12,-0.1,▼,13.0
42,2020-02-24,113.2,5,0.0,-,13.0
43,2020-02-25,113.2,10,0.0,-,13.0
44,2020-02-26,111.8,7,-1.4,▼,12.0
45,2020-02-27,114.9,8,3.1,▲,13.0
46,2020-02-28,113.4,5,-1.5,▼,12.0
47,2020-02-29,113.3,5,-0.1,▼,11.0
48,2020-03-01,114.2,7,0.9,▲,12.0
49,2020-03-02,115.3,7,1.1,▲,13.0
50,2020-03-03,114.8,8,-0.5,▼,12.0
51,2020-03-04,115.8,8,1.0,▲,13.0
52,2020-03-05,116.4,7,0.6,▲,14.0
53,2020-03-06,115.2,13,-1.2,▼,13.0
54,2020-03-07,115.7,26,0.5,▲,14.0
55,2020-03-08,114.2,15,-1.5,▼,13.0
56,2020-03-09,117.7,24,3.5,▲,14.0
57,2020-03-10,118.2,16,0.5,▲,15.0
58,2020-03-11,119.4,7,1.2,▲,16.0
59,2020-03-12,122.2,12,2.8,▲,17.0
60,2020-03-13,122.2,13,0.0,-,17.0
61,2020-03-14,119.7,3,-2.5,▼,16.0
62,2020-03-15,121.2,10,1.5,▲,17.0
63,2020-03-16,122.2,12,1.0,▲,18.0
64,2020-03-17,118.4,10,-3.8,▼,17.0
65,2020-03-18,118.4,12,0.0,-,17.0
66,2020-03-19,120.4,7,2.0,▲,18.0
67,2020-03-20,120.4,9,0.0,-,18.0
68,2020-03-21,118.5,12,-1.9,▼,17.0
69,2020-03-22,118.2,12,-0.3,▼,16.0
70,2020-03-23,117.7,9,-0.5,▼,15.0
71,2020-03-24,117.1,6,-0.6,▼,14.0
72,2020-03-25,116.1,12,-1.0,▼,13.0
73,2020-03-26,117.6,6,1.5,▲,14.0
74,2020-03-27,118.8,9,1.2,▲,15.0
75,2020-03-28,118.1,11,-0.7,▼,14.0
76,2020-03-29,117.2,11,-0.9,▼,13.0
77,2020-03-30,117.6,6,0.4,▲,14.0
78,2020-03-31,118.1,6,0.5,▲,15.0
79,2020-04-01,118.9,11,0.8,▲,16.0
80,2020-04-02,120.1,15,1.2,▲,17.0
81,2020-04-03,120.6,15,0.5,▲,18.0
82,2020-04-04,120.1,11,-0.5,▼,17.0
83,2020-04-05,119.1,23,-1.0,▼,16.0
84,2020-04-06,117.4,10,-1.7,▼,15.0
85,2020-04-07,118.4,21,1.0,▲,16.0
86,2020-04-08,118.3,13,-0.1,▼,15.0
87,2020-04-09,118.7,18,0.4,▲,16.0
88,2020-04-10,117.6,18,-1.1,▼,15.0
89,2020-04-11,116.9,19,-0.7,▼,14.0
