,last_seen,user,status_data,platinum,order_type
5,2020-03-07,Nakatanai,ingame,100.0,sell
527,2020-03-07,jjj8465,ingame,100.0,sell
625,2020-03-07,Xx--Reaper--xX,ingame,100.0,sell
240,2020-03-07,-VLG-34rus-,ingame,100.0,sell
670,2020-03-07,SchoolHead,ingame,100.0,sell
198,2020-03-07,-BM-SniperKitten,ingame,100.0,sell
475,2020-03-07,kakuruya,ingame,100.0,sell
184,2020-03-07,Zilacon,ingame,100.0,sell
51,2020-03-07,Alexsis911,ingame,100.0,sell
38,2020-03-07,killing_Impulse,ingame,100.0,sell
59,2020-03-07,HLixir,ingame,115.0,sell
52,2020-03-07,FrostyDemise,ingame,120.0,sell
444,2020-03-07,sanhdieu123,ingame,120.0,sell
34,2020-03-07,shinomay,ingame,150.0,sell
12,2020-03-07,heevil,ingame,150.0,sell
