,last_seen,user,status_data,platinum,order_type
377,2020-03-18,Papstschlumpf,ingame,100.0,sell
283,2020-03-18,RaxTesy,online,100.0,sell
329,2020-03-18,MUTYAK,online,100.0,sell
729,2020-03-18,0CTobErD,ingame,100.0,sell
715,2020-03-18,11558811,ingame,100.0,sell
391,2020-03-18,lalalzh,ingame,100.0,sell
413,2020-03-18,EmberMaw,ingame,100.0,sell
422,2020-03-18,T.L.B.I.,ingame,100.0,sell
423,2020-03-18,Bog-Morfey,ingame,100.0,sell
425,2020-03-18,Sig.Watda,ingame,100.0,sell
438,2020-03-18,BeRoot,ingame,100.0,sell
455,2020-03-18,Sterkson,ingame,100.0,sell
485,2020-03-18,abyssarium,ingame,100.0,sell
532,2020-03-18,zima12051990,online,100.0,sell
563,2020-03-18,Kramer2,ingame,100.0,sell
