,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,82.8,32,0.0,-,0.0
1,2020-01-14,83.7,27,0.9,▲,1.0
2,2020-01-15,83.4,31,-0.3,▼,0.0
3,2020-01-16,83.5,16,0.1,▲,1.0
4,2020-01-17,83.5,18,0.0,-,1.0
5,2020-01-18,82.4,35,-1.1,▼,0.0
6,2020-01-19,80.5,16,-1.9,▼,-1.0
7,2020-01-20,82.0,35,1.5,▲,0.0
8,2020-01-21,82.4,22,0.4,▲,1.0
9,2020-01-22,82.3,23,-0.1,▼,0.0
10,2020-01-23,83.0,17,0.7,▲,1.0
11,2020-01-24,84.5,20,1.5,▲,2.0
12,2020-01-25,83.4,21,-1.1,▼,1.0
13,2020-01-26,83.4,25,0.0,-,1.0
14,2020-01-27,84.0,21,0.6,▲,2.0
15,2020-01-28,84.8,16,0.8,▲,3.0
16,2020-01-29,86.3,24,1.5,▲,4.0
17,2020-01-30,88.6,30,2.3,▲,5.0
18,2020-01-31,90.5,25,1.9,▲,6.0
19,2020-02-01,91.0,29,0.5,▲,7.0
20,2020-02-02,91.0,30,0.0,-,7.0
21,2020-02-03,90.0,23,-1.0,▼,6.0
22,2020-02-04,88.2,30,-1.8,▼,5.0
23,2020-02-05,86.7,31,-1.5,▼,4.0
24,2020-02-06,86.2,25,-0.5,▼,3.0
25,2020-02-07,85.4,27,-0.8,▼,2.0
26,2020-02-08,86.2,40,0.8,▲,3.0
27,2020-02-09,87.9,14,1.7,▲,4.0
28,2020-02-10,88.4,51,0.5,▲,5.0
29,2020-02-11,89.4,36,1.0,▲,6.0
30,2020-02-12,90.9,32,1.5,▲,7.0
31,2020-02-13,92.1,26,1.2,▲,8.0
32,2020-02-14,93.4,18,1.3,▲,9.0
33,2020-02-15,92.5,38,-0.9,▼,8.0
34,2020-02-16,91.9,31,-0.6,▼,7.0
35,2020-02-17,91.6,25,-0.3,▼,6.0
36,2020-02-18,89.6,36,-2.0,▼,5.0
37,2020-02-19,90.0,16,0.4,▲,6.0
38,2020-02-20,92.9,10,2.9,▲,7.0
39,2020-02-21,93.9,20,1.0,▲,8.0
40,2020-02-22,95.5,15,1.6,▲,9.0
41,2020-02-23,97.8,23,2.3,▲,10.0
42,2020-02-24,96.9,12,-0.9,▼,9.0
43,2020-02-25,95.0,25,-1.9,▼,8.0
44,2020-02-26,95.5,21,0.5,▲,9.0
45,2020-02-27,95.6,16,0.1,▲,10.0
46,2020-02-28,95.3,30,-0.3,▼,9.0
47,2020-02-29,94.5,32,-0.8,▼,8.0
48,2020-03-01,97.0,20,2.5,▲,9.0
49,2020-03-02,94.3,25,-2.7,▼,8.0
50,2020-03-03,94.8,15,0.5,▲,9.0
51,2020-03-04,95.1,16,0.3,▲,10.0
52,2020-03-05,94.9,25,-0.2,▼,9.0
53,2020-03-06,95.4,32,0.5,▲,10.0
54,2020-03-07,100.4,28,5.0,▲,11.0
55,2020-03-08,100.5,31,0.1,▲,12.0
56,2020-03-09,101.7,33,1.2,▲,13.0
57,2020-03-10,103.7,23,2.0,▲,14.0
58,2020-03-11,103.7,43,0.0,-,14.0
59,2020-03-12,105.0,36,1.3,▲,15.0
60,2020-03-13,106.0,31,1.0,▲,16.0
61,2020-03-14,107.0,34,1.0,▲,17.0
62,2020-03-15,109.0,38,2.0,▲,18.0
63,2020-03-16,110.9,16,1.9,▲,19.0
64,2020-03-17,109.7,28,-1.2,▼,18.0
65,2020-03-18,111.7,33,2.0,▲,19.0
66,2020-03-19,113.7,19,2.0,▲,20.0
67,2020-03-20,113.2,29,-0.5,▼,19.0
68,2020-03-21,112.8,20,-0.4,▼,18.0
69,2020-03-22,111.2,41,-1.6,▼,17.0
70,2020-03-23,107.7,36,-3.5,▼,16.0
71,2020-03-24,102.7,32,-5.0,▼,15.0
72,2020-03-25,101.2,27,-1.5,▼,14.0
73,2020-03-26,100.2,26,-1.0,▼,13.0
74,2020-03-27,101.9,24,1.7,▲,14.0
75,2020-03-28,102.9,31,1.0,▲,15.0
76,2020-03-29,104.9,39,2.0,▲,16.0
77,2020-03-30,106.4,23,1.5,▲,17.0
78,2020-03-31,106.4,28,0.0,-,17.0
79,2020-04-01,104.7,37,-1.7,▼,16.0
80,2020-04-02,103.9,30,-0.8,▼,15.0
81,2020-04-03,101.9,37,-2.0,▼,14.0
82,2020-04-04,100.9,37,-1.0,▼,13.0
83,2020-04-05,99.4,55,-1.5,▼,12.0
84,2020-04-06,98.2,32,-1.2,▼,11.0
85,2020-04-07,96.5,36,-1.7,▼,10.0
86,2020-04-08,99.0,28,2.5,▲,11.0
87,2020-04-09,99.5,45,0.5,▲,12.0
88,2020-04-10,99.1,50,-0.4,▼,11.0
89,2020-04-11,101.1,30,2.0,▲,12.0
90,2020-04-12,102.6,46,1.5,▲,13.0
91,2020-04-13,101.8,24,-0.8,▼,12.0
92,2020-04-14,100.8,26,-1.0,▼,11.0
93,2020-04-15,101.1,22,0.3,▲,12.0
94,2020-04-16,99.6,31,-1.5,▼,11.0
95,2020-04-17,99.6,28,0.0,-,11.0
