,last_seen,user,status_data,platinum,order_type
505,2020-03-07,-VV-JusticerPK,ingame,120.0,sell
198,2020-03-06,KrakenDemo,ingame,120.0,sell
91,2020-03-07,IyJyRyC,ingame,125.0,sell
241,2020-03-07,rozalidevil,ingame,130.0,sell
225,2020-03-07,hughhuang,ingame,130.0,sell
350,2020-03-07,Saigyl,ingame,130.0,sell
489,2020-03-07,AbateSaho,ingame,139.0,sell
190,2020-03-07,B8313,ingame,139.0,sell
490,2020-03-07,Sirius777,ingame,140.0,sell
407,2020-03-07,yuntun,ingame,140.0,sell
248,2020-03-07,Maverick6604,ingame,149.0,sell
296,2020-03-07,tiankongzixia,ingame,150.0,sell
444,2020-03-07,SchoolHead,ingame,150.0,sell
53,2020-03-07,kanoOm,ingame,170.0,sell
470,2020-03-07,Luanfa,ingame,175.0,sell
479,2020-03-07,yf849472061,ingame,139.0,sell
231,2020-03-07,chijiji,ingame,140.0,sell
211,2020-03-07,DrinkTee,ingame,150.0,sell
345,2020-03-07,fengkuangdeemo,ingame,150.0,sell
274,2020-03-07,Ezoneer,ingame,150.0,sell
199,2020-03-07,nms.,ingame,139.0,sell
146,2020-03-07,ThorienKELL,ingame,139.0,sell
448,2020-03-07,Merrcenary,ingame,145.0,sell
63,2020-03-07,fryhtan6,ingame,149.0,sell
323,2020-03-07,xsni,ingame,150.0,sell
187,2020-03-07,Desudark,ingame,150.0,sell
494,2020-03-07,DevidBronsky,offline,100.0,sell
418,2020-03-06,MenicGamer,offline,100.0,sell
176,2020-03-04,.Shizo.,offline,100.0,sell
330,2020-03-05,Anandil2,offline,100.0,sell
366,2020-03-03,GoodError,offline,102.0,sell
181,2020-03-07,Warfoki,offline,105.0,sell
374,2020-03-06,Zero0o0,offline,109.0,sell
379,2020-03-07,maedax,offline,110.0,sell
451,2020-03-04,Gentlemanlyzx,offline,110.0,sell
459,2020-03-06,devournexis,offline,110.0,sell
381,2020-03-05,LGDYK,offline,110.0,sell
318,2020-03-07,Dubas_28Rus,offline,110.0,sell
316,2020-03-06,v.d.33,offline,110.0,sell
220,2020-03-04,LeSaucissonDivin,offline,110.0,sell
472,2020-03-06,.Tet.,offline,110.0,sell
288,2020-03-05,Lord_Dennis,offline,110.0,sell
396,2020-03-08,SashFly,offline,110.0,sell
494,2020-03-07,SuNDriFT7,offline,110.0,sell
256,2020-03-08,LunyashaSan,ingame,130.0,sell
190,2020-03-08,Baevar,ingame,140.0,sell
486,2020-03-08,ExiazPrime,ingame,145.0,sell
47,2020-03-08,I_NightStAr_I,ingame,150.0,sell
301,2020-03-08,SwdVengeance,ingame,150.0,sell
192,2020-03-08,Hi_Im_Gauss,ingame,150.0,sell
477,2020-03-08,S1Raytheon,ingame,150.0,sell
455,2020-03-08,Yaegmur,ingame,160.0,sell
262,2020-03-08,--E--MeetLC,ingame,180.0,sell
178,2020-03-08,HMasterz,ingame,180.0,sell
116,2020-03-07,EidolonLure,ingame,180.0,sell
121,2020-03-08,Helen408,ingame,190.0,sell
210,2020-03-08,podbacx,ingame,190.0,sell
436,2020-03-08,newash,online,120.0,sell
323,2020-03-08,WatcheRim,ingame,130.0,sell
171,2020-03-08,Se7veN79,ingame,140.0,sell
298,2020-03-08,-Pixxy,ingame,170.0,sell
332,2020-03-08,GDMTCaboose,ingame,130.0,sell
250,2020-03-08,gamemer125,ingame,140.0,sell
228,2020-03-08,Mornanga,ingame,100.0,sell
492,2020-03-08,Aidyn-,ingame,119.0,sell
266,2020-03-08,Palaiminta,ingame,120.0,sell
430,2020-03-08,SuperDestroy,ingame,120.0,sell
461,2020-03-08,puqpuq,online,120.0,sell
491,2020-03-08,-SW-Kurayami,ingame,120.0,sell
277,2020-03-08,artoba84,online,120.0,sell
479,2020-03-08,FafloHD,ingame,134.0,sell
317,2020-03-08,Anubite89,ingame,140.0,sell
432,2020-03-08,DrHiQ,online,140.0,sell
355,2020-03-08,lexatrop,ingame,140.0,sell
360,2020-03-08,Nevanis,ingame,140.0,sell
215,2020-03-08,Papstschlumpf,ingame,140.0,sell
484,2020-03-08,LisekTST,ingame,140.0,sell
479,2020-03-09,Rock5,online,120.0,sell
222,2020-03-09,strelochina,ingame,120.0,sell
478,2020-03-09,--G--Reality,ingame,125.0,sell
44,2020-03-09,HellVops,ingame,130.0,sell
476,2020-03-09,Zanderu86,ingame,135.0,sell
208,2020-03-09,PrimeAgent,ingame,139.0,sell
427,2020-03-09,JokerRoK,ingame,140.0,sell
91,2020-03-09,HeavenlyDemiser,ingame,150.0,sell
468,2020-03-09,Baro_Ki.Teer_Prime,ingame,150.0,sell
410,2020-03-09,Kausaica,ingame,160.0,sell
470,2020-03-10,Amok,ingame,100.0,sell
301,2020-03-10,FallStank,online,150.0,sell
266,2020-03-10,Guppy9768,ingame,160.0,sell
435,2020-03-10,xiuaoxiaosu,ingame,160.0,sell
462,2020-03-10,lempark,ingame,180.0,sell
389,2020-03-10,COVID-20,ingame,180.0,sell
128,2020-03-10,Icy_Nine,ingame,180.0,sell
217,2020-03-11,hvoarang,ingame,130.0,sell
456,2020-03-11,nimpodecasa,ingame,140.0,sell
424,2020-03-11,123sas96,ingame,140.0,sell
470,2020-03-11,redneckwildcat,ingame,140.0,sell
471,2020-03-11,Chinafirst520,ingame,140.0,sell
431,2020-03-11,itserg,ingame,150.0,sell
416,2020-03-11,PetreEbivetre,ingame,150.0,sell
365,2020-03-11,Jancyk17,ingame,150.0,sell
5,2020-03-11,------sepulchrave------,online,150.0,sell
437,2020-03-12,WarChyld3,ingame,130.0,sell
451,2020-03-12,Fred_Leung,ingame,135.0,sell
453,2020-03-12,Piebald,ingame,140.0,sell
236,2020-03-12,Wasabi12145,ingame,140.0,sell
228,2020-03-12,Schokokeksesser,ingame,140.0,sell
253,2020-03-12,NIGUANG1122,ingame,149.0,sell
160,2020-03-12,Crackoo,ingame,150.0,sell
408,2020-03-12,ruan22br,online,159.0,sell
