,last_seen,user,status_data,platinum,order_type
32,2020-03-07,heevil,ingame,100.0,sell
491,2020-03-07,yuntun,ingame,100.0,sell
481,2020-03-07,Xx--Reaper--xX,ingame,100.0,sell
80,2020-03-07,NightEye007,ingame,100.0,sell
90,2020-03-07,Zilacon,ingame,100.0,sell
387,2020-03-07,kakuruya,ingame,100.0,sell
237,2020-03-07,mortuuses,ingame,100.0,sell
239,2020-03-07,-VLG-34rus-,ingame,100.0,sell
168,2020-03-06,vegetosayajin,ingame,120.0,sell
201,2020-03-07,-BM-SniperKitten,ingame,125.0,sell
4,2020-03-07,shinomay,ingame,200.0,sell
100,2020-03-07,Lucky-Three-Tritium,ingame,210.0,sell
509,2020-03-07,Solanium,ingame,50.0,sell
567,2020-03-07,PSimKl,ingame,55.0,sell
458,2020-03-07,fan56,ingame,60.0,sell
248,2020-03-07,-Pixxy,ingame,100.0,sell
392,2020-03-07,Ugachaga,ingame,120.0,sell
289,2020-03-07,DrinkTee,ingame,120.0,sell
393,2020-03-07,JONTOUN,ingame,50.0,sell
64,2020-03-06,Schaphat,ingame,200.0,sell
493,2020-03-07,zima12051990,ingame,50.0,sell
203,2020-03-02,towono81,offline,100.0,sell
43,2020-03-07,Sheldon777,offline,100.0,sell
164,2020-03-07,RedMasa,offline,100.0,sell
50,2020-03-05,sunDT007,offline,100.0,sell
198,2020-03-07,Ynellqt,offline,100.0,sell
54,2020-03-07,YK-00-Icks,offline,100.0,sell
55,2020-03-07,Beaujolai,offline,100.0,sell
56,2020-03-06,halogenalkan,offline,100.0,sell
58,2020-03-06,snowpard,offline,100.0,sell
59,2020-03-06,-LOF-VerbalNinja,offline,100.0,sell
312,2020-03-07,beni18,offline,100.0,sell
112,2020-03-06,Erik500000,offline,100.0,sell
68,2020-03-05,Elijah,offline,100.0,sell
303,2020-03-07,SallyShears,offline,100.0,sell
146,2020-03-05,Don.Raychenko,offline,100.0,sell
132,2020-03-07,Ungesund,offline,100.0,sell
282,2020-03-07,Fankello,offline,100.0,sell
131,2020-03-07,PeZorD,ingame,100.0,sell
266,2020-03-06,Lone_Wisp,offline,100.0,sell
