,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,15.4,18,0.0,-,0.0
1,2020-01-14,16.1,20,0.7,▲,1.0
2,2020-01-15,15.9,13,-0.2,▼,0.0
3,2020-01-16,16.3,18,0.4,▲,1.0
4,2020-01-17,16.1,22,-0.2,▼,0.0
5,2020-01-18,17.1,33,1.0,▲,1.0
6,2020-01-19,17.3,37,0.2,▲,2.0
7,2020-01-20,18.1,64,0.8,▲,3.0
8,2020-01-21,18.7,30,0.6,▲,4.0
9,2020-01-22,19.6,30,0.9,▲,5.0
10,2020-01-23,19.8,45,0.2,▲,6.0
11,2020-01-24,20.3,46,0.5,▲,7.0
12,2020-01-25,20.4,53,0.1,▲,8.0
13,2020-01-26,20.4,44,0.0,-,8.0
14,2020-01-27,20.4,44,0.0,-,8.0
15,2020-01-28,20.4,28,0.0,-,8.0
16,2020-01-29,19.9,27,-0.5,▼,7.0
17,2020-01-30,19.4,38,-0.5,▼,6.0
18,2020-01-31,19.4,28,0.0,-,6.0
19,2020-02-01,19.4,32,0.0,-,6.0
20,2020-02-02,19.4,37,0.0,-,6.0
21,2020-02-03,19.5,18,0.1,▲,7.0
22,2020-02-04,22.5,33,3.0,▲,8.0
23,2020-02-05,22.2,18,-0.3,▼,7.0
24,2020-02-06,21.9,30,-0.3,▼,6.0
25,2020-02-07,22.4,40,0.5,▲,7.0
26,2020-02-08,22.4,23,0.0,-,7.0
27,2020-02-09,19.8,22,-2.6,▼,6.0
28,2020-02-10,19.9,21,0.1,▲,7.0
29,2020-02-11,20.0,22,0.1,▲,8.0
30,2020-02-12,21.0,22,1.0,▲,9.0
31,2020-02-13,20.3,26,-0.7,▼,8.0
32,2020-02-14,20.4,55,0.1,▲,9.0
33,2020-02-15,21.9,96,1.5,▲,10.0
34,2020-02-16,22.4,41,0.5,▲,11.0
35,2020-02-17,20.8,19,-1.6,▼,10.0
36,2020-02-18,21.8,36,1.0,▲,11.0
37,2020-02-19,22.2,25,0.4,▲,12.0
38,2020-02-20,21.9,18,-0.3,▼,11.0
39,2020-02-21,22.1,31,0.2,▲,12.0
40,2020-02-22,22.4,26,0.3,▲,13.0
41,2020-02-23,22.1,40,-0.3,▼,12.0
42,2020-02-24,21.6,21,-0.5,▼,11.0
43,2020-02-25,20.6,18,-1.0,▼,10.0
44,2020-02-26,20.4,20,-0.2,▼,9.0
45,2020-02-27,19.7,15,-0.7,▼,8.0
46,2020-02-28,20.0,30,0.3,▲,9.0
47,2020-02-29,19.9,24,-0.1,▼,8.0
48,2020-03-01,19.9,22,0.0,-,8.0
49,2020-03-02,20.3,34,0.4,▲,9.0
50,2020-03-03,21.3,21,1.0,▲,10.0
51,2020-03-04,21.0,20,-0.3,▼,9.0
52,2020-03-05,21.2,18,0.2,▲,10.0
53,2020-03-06,21.2,28,0.0,-,10.0
54,2020-03-07,23.8,49,2.6,▲,11.0
55,2020-03-08,23.5,24,-0.3,▼,10.0
56,2020-03-09,24.0,27,0.5,▲,11.0
57,2020-03-10,24.0,26,0.0,-,11.0
58,2020-03-11,24.0,21,0.0,-,11.0
59,2020-03-12,20.7,26,-3.3,▼,10.0
60,2020-03-13,20.5,35,-0.2,▼,9.0
61,2020-03-14,19.4,30,-1.1,▼,8.0
62,2020-03-15,19.4,48,0.0,-,8.0
63,2020-03-16,19.3,28,-0.1,▼,7.0
64,2020-03-17,19.1,28,-0.2,▼,6.0
65,2020-03-18,18.9,42,-0.2,▼,5.0
66,2020-03-19,20.2,77,1.3,▲,6.0
67,2020-03-20,20.4,61,0.2,▲,7.0
68,2020-03-21,21.0,46,0.6,▲,8.0
69,2020-03-22,21.7,46,0.7,▲,9.0
70,2020-03-23,21.9,50,0.2,▲,10.0
71,2020-03-24,21.0,26,-0.9,▼,9.0
72,2020-03-25,21.5,62,0.5,▲,10.0
73,2020-03-26,21.5,54,0.0,-,10.0
74,2020-03-27,21.5,40,0.0,-,10.0
75,2020-03-28,21.9,57,0.4,▲,11.0
76,2020-03-29,22.6,80,0.7,▲,12.0
77,2020-03-30,22.9,64,0.3,▲,13.0
78,2020-03-31,23.6,86,0.7,▲,14.0
79,2020-04-01,24.9,52,1.3,▲,15.0
80,2020-04-02,25.1,58,0.2,▲,16.0
81,2020-04-03,25.1,52,0.0,-,16.0
82,2020-04-04,24.6,47,-0.5,▼,15.0
83,2020-04-05,24.0,31,-0.6,▼,14.0
84,2020-04-06,22.6,41,-1.4,▼,13.0
85,2020-04-07,23.2,38,0.6,▲,14.0
86,2020-04-08,23.2,47,0.0,-,14.0
87,2020-04-09,23.7,44,0.5,▲,15.0
88,2020-04-10,23.4,40,-0.3,▼,14.0
89,2020-04-11,23.4,35,0.0,-,14.0
90,2020-04-12,22.2,37,-1.2,▼,13.0
91,2020-04-13,21.6,19,-0.6,▼,12.0
92,2020-04-14,21.1,34,-0.5,▼,11.0
