,last_seen,user,status_data,platinum,order_type
3,2020-03-18,FrostyDemise,ingame,180.0,sell
5,2020-03-18,disrawtomato,ingame,150.0,sell
18,2020-03-18,TFGooD,ingame,90.0,sell
24,2020-03-18,BornToQuill,online,75.0,sell
25,2020-03-18,Paramo1d,online,100.0,sell
35,2020-03-18,Renataus,ingame,70.0,sell
42,2020-03-18,pr0.man,online,200.0,sell
48,2020-03-18,nenasytnyi,online,75.0,sell
59,2020-03-18,HLixir,ingame,115.0,sell
72,2020-03-18,BLESS_CY,ingame,70.0,sell
74,2020-03-18,DrunkTractor,ingame,70.0,sell
79,2020-03-18,FelisMajor,ingame,80.0,sell
88,2020-03-18,-STR-kocalparslan97,ingame,130.0,sell
111,2020-03-18,Denislam80001,ingame,70.0,sell
123,2020-03-18,Sterkson,ingame,45.0,sell
177,2020-03-18,DaySleeper_,online,150.0,sell
193,2020-03-18,Harlord01,ingame,60.0,sell
196,2020-03-18,Uzuch1aPr1m3,ingame,90.0,sell
211,2020-03-18,eneki123,ingame,89.0,sell
213,2020-03-18,Florian0507,ingame,80.0,sell
216,2020-03-18,Mindcrusher3264,ingame,60.0,sell
220,2020-03-18,Roman_Voitashevskiy,ingame,100.0,sell
247,2020-03-18,Xirah_,ingame,59.0,sell
264,2020-03-18,Hafemannus,ingame,300.0,sell
276,2020-03-18,metaolik,ingame,120.0,sell
280,2020-03-18,1274747301,ingame,80.0,sell
282,2020-03-18,ShadowXYX,ingame,55.0,sell
311,2020-03-18,toadstoolicious,ingame,80.0,sell
319,2020-03-18,Ztremex,ingame,150.0,sell
326,2020-03-18,elasteeeq,ingame,60.0,sell
341,2020-03-18,.MALLOWS.,ingame,97.0,sell
342,2020-03-18,Boboah,ingame,75.0,sell
345,2020-03-18,Kiko265,ingame,48.0,sell
346,2020-03-18,kakuruya,ingame,100.0,sell
368,2020-03-18,MacNha,ingame,65.0,sell
386,2020-03-18,AdrianoGameOver,ingame,60.0,sell
392,2020-03-18,Lionheart555,ingame,120.0,sell
408,2020-03-18,Defos.74rus,ingame,100.0,sell
415,2020-03-18,zima12051990,online,60.0,sell
434,2020-03-18,looki75,ingame,70.0,sell
451,2020-03-18,NumberOneXTH,ingame,70.0,sell
488,2020-03-18,jony85,ingame,50.0,sell
492,2020-03-18,markel1972,ingame,50.0,sell
517,2020-03-18,PalmtreexD,ingame,60.0,sell
518,2020-03-18,Marsson11,ingame,60.0,sell
529,2020-03-18,luciferever,ingame,50.0,sell
530,2020-03-18,jjjhzyx,ingame,100.0,sell
540,2020-03-18,665taunt,ingame,60.0,sell
576,2020-03-18,PeaceTone,ingame,50.0,sell
591,2020-03-18,MixaUFA,ingame,50.0,sell
606,2020-03-18,lekpiranha,ingame,100.0,sell
619,2020-03-18,ShadowAttack-ray,ingame,59.0,sell
620,2020-03-18,ZERO-EX-ZECTER,ingame,60.0,sell
621,2020-03-18,KHUON-,ingame,55.0,sell
642,2020-03-18,WPatek,ingame,50.0,sell
660,2020-03-18,TonyAnssom,ingame,50.0,sell
661,2020-03-18,palion4,ingame,55.0,sell
665,2020-03-18,max-lau,ingame,140.0,sell
689,2020-03-18,zyw0823,ingame,55.0,sell
699,2020-03-18,7Comandante7,ingame,50.0,sell
700,2020-03-18,saltyfishking618,ingame,50.0,sell
714,2020-03-18,Msr.l,ingame,90.0,sell
715,2020-03-18,elcervezinero,ingame,58.0,sell
716,2020-03-18,Antihristofer,online,50.0,sell
719,2020-03-18,Bessawy,ingame,50.0,sell
725,2020-03-18,Tuono2,ingame,50.0,sell
736,2020-03-18,TTW3107,ingame,50.0,sell
737,2020-03-18,Fankello,ingame,150.0,sell
744,2020-03-18,Calvaire,ingame,55.0,sell
747,2020-03-18,-CC-powerPAF,ingame,55.0,sell
759,2020-03-18,conatan,ingame,49.0,sell
761,2020-03-18,serj_qqq,ingame,49.0,sell
762,2020-03-18,lanzun2019,online,50.0,sell
764,2020-03-18,DayDay--UP,ingame,50.0,sell
771,2020-03-18,YeXiaoLuoYou,ingame,60.0,sell
772,2020-03-18,WolffeOW,online,80.0,sell
773,2020-03-18,-ST-Thetility,ingame,50.0,sell
774,2020-03-18,kb2180,ingame,50.0,sell
12,2020-03-20,VerbaVolant,ingame,99.0,sell
26,2020-03-20,ChocoFrag,ingame,60.0,sell
72,2020-03-20,PeZorD,ingame,150.0,sell
87,2020-03-20,Farveling,ingame,120.0,sell
112,2020-03-20,Argomundo,ingame,150.0,sell
151,2020-03-20,Zilacon,ingame,100.0,sell
152,2020-03-20,HMasterz,ingame,150.0,sell
179,2020-03-20,DrunkenStupor,ingame,70.0,sell
196,2020-03-20,Arkmeta,ingame,80.0,sell
198,2020-03-20,jackyi022,ingame,55.0,sell
219,2020-03-20,Isterichka98,ingame,50.0,sell
230,2020-03-20,Peacebob,online,130.0,sell
247,2020-03-20,Mauriac,ingame,60.0,sell
260,2020-03-20,ACT010314,ingame,70.0,sell
261,2020-03-20,DrinkTee,ingame,150.0,sell
298,2020-03-20,Strife1799,ingame,120.0,sell
308,2020-03-20,ipwaframe,ingame,120.0,sell
313,2020-03-20,purpurim,ingame,100.0,sell
350,2020-03-20,Asjera,ingame,70.0,sell
362,2020-03-20,zelibobadred,ingame,50.0,sell
379,2020-03-20,marcel.cooli.420,ingame,150.0,sell
381,2020-03-20,SimpsonBartx,ingame,60.0,sell
383,2020-03-20,Rawska.,ingame,55.0,sell
390,2020-03-20,-MTh_RaDgA-,online,70.0,sell
399,2020-03-20,PetreEbivetre,ingame,100.0,sell
402,2020-03-20,Nanil89,ingame,49.0,sell
403,2020-03-20,Micin3,ingame,60.0,sell
419,2020-03-20,xkalibur220,ingame,45.0,sell
468,2020-03-20,Koralty,ingame,50.0,sell
489,2020-03-20,jaeyong7245,ingame,48.0,sell
507,2020-03-20,Leo_Pride,ingame,120.0,sell
528,2020-03-20,Shadow__Chaser,online,70.0,sell
529,2020-03-20,Mystical_Hero,online,70.0,sell
530,2020-03-20,HL0222,ingame,55.0,sell
554,2020-03-20,VodoV888,ingame,59.0,sell
689,2020-03-20,NEUQNANA,ingame,100.0,sell
720,2020-03-20,Borod,ingame,49.0,sell
726,2020-03-20,Kaway35,online,50.0,sell
731,2020-03-20,Elite2TheMax,ingame,50.0,sell
739,2020-03-20,AItair0707,ingame,50.0,sell
749,2020-03-20,v1adi,ingame,50.0,sell
755,2020-03-20,Mr_HooK83,ingame,50.0,sell
757,2020-03-20,Litt_Asgeirfinn,ingame,50.0,sell
761,2020-03-20,kemar76,ingame,50.0,sell
776,2020-03-20,ElsaFrost,ingame,50.0,sell
777,2020-03-20,Coronationtoyou,online,43.0,sell
781,2020-03-20,ItZcReEpErCoLwIn,ingame,50.0,sell
784,2020-03-20,EHOT_MAPAT,ingame,45.0,sell
787,2020-03-20,Nockie,ingame,50.0,sell
788,2020-03-20,Velvetfox,ingame,45.0,sell
790,2020-03-20,Silver_Star8,ingame,45.0,sell
791,2020-03-20,dahuangdahuangdahuang,ingame,44.0,sell
792,2020-03-20,Shiroiokami97,ingame,40.0,sell
793,2020-03-20,Vertimmss,ingame,50.0,sell
