,last_seen,user,status_data,platinum,order_type
823,2020-03-18,nyssasyratov,ingame,140.0,sell
837,2020-03-18,-AI-Nicacio,online,350.0,sell
840,2020-03-18,Filter6,ingame,148.0,sell
841,2020-03-18,marcosvfds,ingame,150.0,sell
856,2020-03-18,Pip.,ingame,150.0,sell
869,2020-03-18,justinliu1942,online,139.0,sell
871,2020-03-18,Albert_zhao,ingame,145.0,sell
873,2020-03-18,Vsegybitel_l,ingame,150.0,sell
892,2020-03-18,Fright_Nights,ingame,148.0,sell
894,2020-03-18,killertheraj,ingame,300.0,sell
928,2020-03-18,Goldenrice,ingame,200.0,sell
945,2020-03-18,-FallenMoonlight-,ingame,140.0,sell
948,2020-03-18,UnderState_,ingame,150.0,sell
950,2020-03-18,Blacure,ingame,200.0,sell
965,2020-03-18,RoyalGentleman,ingame,150.0,sell
967,2020-03-18,Wisp.VE,ingame,145.0,sell
974,2020-03-18,DUEyj,ingame,145.0,sell
981,2020-03-18,Msr.l,ingame,250.0,sell
984,2020-03-18,GlowingDiamond778,ingame,130.0,sell
988,2020-03-18,KrokodilSchokolade,ingame,160.0,sell
991,2020-03-18,bucblizzard,ingame,199.0,sell
992,2020-03-18,_Expo-,ingame,200.0,sell
1001,2020-03-18,mattif,ingame,150.0,sell
1003,2020-03-18,BeaTrix9711,ingame,149.0,sell
1012,2020-03-18,flover2102,ingame,149.0,sell
1023,2020-03-18,Jojota,ingame,150.0,sell
1026,2020-03-18,GramCM,ingame,150.0,sell
1032,2020-03-18,Beaujolai,ingame,150.0,sell
1033,2020-03-18,WA-WolfStil,ingame,135.0,sell
34,2020-03-20,---GrumpyCat---,ingame,200.0,sell
38,2020-03-20,_eight_,online,145.0,sell
57,2020-03-20,WarZombr,ingame,300.0,sell
63,2020-03-20,Kylo.,ingame,230.0,sell
73,2020-03-20,Mc_Health,ingame,160.0,sell
108,2020-03-20,Mauriac,ingame,185.0,sell
110,2020-03-20,NekoNaz,ingame,180.0,sell
112,2020-03-20,Teigstrudel,ingame,270.0,sell
133,2020-03-20,angel_bee,ingame,150.0,sell
135,2020-03-20,TqLxQuanZ,ingame,250.0,sell
141,2020-03-20,Gon-bel,ingame,250.0,sell
149,2020-03-20,SeniorCiordales,ingame,150.0,sell
153,2020-03-20,-STR-aLcN,ingame,150.0,sell
181,2020-03-20,Lucky-Three-Tritium,ingame,260.0,sell
196,2020-03-20,zw007981,ingame,224.0,sell
217,2020-03-20,Arx_Condor,ingame,160.0,sell
250,2020-03-20,PeZorD,ingame,150.0,sell
262,2020-03-20,Hronosys,online,200.0,sell
286,2020-03-20,ChocoFrag,ingame,150.0,sell
293,2020-03-20,Argomundo,ingame,180.0,sell
362,2020-03-20,--Sota--AZEN,ingame,200.0,sell
370,2020-03-20,CrispLV,ingame,190.0,sell
440,2020-03-20,--G--Dawiddym,ingame,150.0,sell
446,2020-03-20,Idese,ingame,150.0,sell
462,2020-03-20,LitMeUp.,ingame,180.0,sell
470,2020-03-20,Nakatanai,online,150.0,sell
484,2020-03-20,Desperado1994,ingame,160.0,sell
515,2020-03-20,SeekerOfColdAndDark,ingame,150.0,sell
523,2020-03-20,Keithxm,ingame,150.0,sell
532,2020-03-20,ShadowTsukuyomi,ingame,160.0,sell
563,2020-03-20,Sasedis,ingame,150.0,sell
583,2020-03-20,bennaye,ingame,200.0,sell
624,2020-03-20,Arkmeta,ingame,180.0,sell
640,2020-03-20,LITtle-Dra,ingame,170.0,sell
646,2020-03-20,marcel.cooli.420,ingame,250.0,sell
648,2020-03-20,Rawska.,ingame,200.0,sell
654,2020-03-20,XthFormHaseo,ingame,160.0,sell
665,2020-03-20,Farveling,ingame,200.0,sell
671,2020-03-20,iarefish,ingame,188.0,sell
674,2020-03-20,ROUBIANQI1,ingame,159.0,sell
694,2020-03-20,Torca40,online,200.0,sell
697,2020-03-20,fulltime101,ingame,150.0,sell
705,2020-03-20,squidkindom,ingame,150.0,sell
749,2020-03-20,GHOST_Souls,ingame,160.0,sell
761,2020-03-20,PetreEbivetre,ingame,200.0,sell
775,2020-03-20,Pirlouit13,online,137.0,sell
789,2020-03-20,Visi-saticron,ingame,150.0,sell
794,2020-03-20,Silver_Star8,ingame,140.0,sell
832,2020-03-20,Angelarius,ingame,145.0,sell
837,2020-03-20,Mystical_Hero,online,180.0,sell
838,2020-03-20,CNM10086,ingame,200.0,sell
854,2020-03-20,Primed_Borgar,ingame,145.0,sell
858,2020-03-20,dota2011,ingame,149.0,sell
886,2020-03-20,PrimeAgent,ingame,149.0,sell
888,2020-03-20,xaboo,ingame,159.0,sell
896,2020-03-20,JackShepard29,ingame,169.0,sell
918,2020-03-20,sugarcane153,ingame,200.0,sell
922,2020-03-20,RoyFan,ingame,140.0,sell
969,2020-03-20,Tobsen8697,ingame,155.0,sell
980,2020-03-20,-TGC-SeKey,ingame,150.0,sell
981,2020-03-20,FyeDluna,online,200.0,sell
987,2020-03-20,TokyoHotqzx,ingame,160.0,sell
993,2020-03-20,EdensGate,ingame,145.0,sell
1001,2020-03-20,nodoom-intrgel,ingame,150.0,sell
1003,2020-03-20,K3BRA,ingame,149.0,sell
1016,2020-03-20,frankonob,ingame,149.0,sell
1026,2020-03-20,Blue_Adept,online,150.0,sell
1032,2020-03-20,Solshar,ingame,149.0,sell
1035,2020-03-20,lazynikolas,online,150.0,sell
1041,2020-03-20,sandrocunha,ingame,140.0,sell
1043,2020-03-20,misaka3032,ingame,160.0,sell
6,2020-03-21,--RV--Sloth,ingame,150.0,sell
13,2020-03-21,Sybaris,ingame,280.0,sell
82,2020-03-21,I_NightStAr_I,ingame,170.0,sell
101,2020-03-21,Tenebray592,online,145.0,sell
149,2020-03-21,june_of_summer,ingame,200.0,sell
178,2020-03-21,limy2245,ingame,150.0,sell
188,2020-03-21,-Geof-,ingame,149.0,sell
193,2020-03-21,-Uncle_Cat-,ingame,150.0,sell
223,2020-03-21,-dicht.Brut4lski-,ingame,249.0,sell
243,2020-03-21,Ywwuyirua,ingame,190.0,sell
244,2020-03-21,optiiSLO,ingame,200.0,sell
250,2020-03-21,-Beirin-,ingame,150.0,sell
274,2020-03-21,FrankyTF2,ingame,169.0,sell
313,2020-03-21,CynicalCam,ingame,150.0,sell
325,2020-03-21,Homyee,ingame,180.0,sell
341,2020-03-21,Mistah_Boombastic,ingame,10000.0,sell
344,2020-03-21,mAf_,online,149.0,sell
349,2020-03-21,Gatsbyccx,ingame,300.0,sell
375,2020-03-21,Krruze,ingame,200.0,sell
399,2020-03-21,TheOuO,ingame,140.0,sell
404,2020-03-21,Slayer_x57,ingame,160.0,sell
415,2020-03-21,Charlesama,ingame,160.0,sell
417,2020-03-21,Harlock131313,ingame,150.0,sell
442,2020-03-21,Sagrado,ingame,150.0,sell
460,2020-03-21,Zlauker,ingame,300.0,sell
461,2020-03-21,Scarletta.,ingame,149.0,sell
469,2020-03-21,HUH00,ingame,200.0,sell
481,2020-03-20,Furamag,ingame,150.0,sell
523,2020-03-21,.Geralt.of.Rivia.,ingame,200.0,sell
525,2020-03-21,FocusEDGE,ingame,200.0,sell
553,2020-03-21,legaliize420,ingame,145.0,sell
562,2020-03-21,yixinanguiX,ingame,190.0,sell
564,2020-03-21,Sakurita,ingame,300.0,sell
569,2020-03-21,---FS_Apexlore---,ingame,160.0,sell
570,2020-03-21,lacjo_shei,online,150.0,sell
575,2020-03-21,-.Monstercat.-,online,140.0,sell
589,2020-03-21,pingfanderen,ingame,200.0,sell
605,2020-03-21,AggressiverHund,ingame,146.0,sell
634,2020-03-21,iLastrevenge,ingame,200.0,sell
654,2020-03-21,wojiuyaobaozha,online,145.0,sell
693,2020-03-21,-bk_201-,ingame,150.0,sell
716,2020-03-21,Hoplipop,ingame,200.0,sell
796,2020-03-21,WatcheRim,ingame,150.0,sell
826,2020-03-21,mind_phaser,ingame,150.0,sell
847,2020-03-21,Artemis_Moon,ingame,150.0,sell
873,2020-03-21,ky020619,ingame,150.0,sell
875,2020-03-21,Appealing,online,140.0,sell
885,2020-03-19,Lanelle64,ingame,249.0,sell
910,2020-03-21,TJJTDS,ingame,150.0,sell
911,2020-03-21,SHADOW_SVK,ingame,150.0,sell
930,2020-03-21,Vincentive6,ingame,500.0,sell
944,2020-03-21,Tauren32,ingame,140.0,sell
951,2020-03-21,morbidman,ingame,160.0,sell
952,2020-03-21,aberkababers,ingame,140.0,sell
958,2020-03-21,Gold3nWolf,ingame,144.0,sell
969,2020-03-21,ngswbor,ingame,150.0,sell
973,2020-03-21,Bus1nkaa,ingame,138.0,sell
992,2020-03-21,TheSugoiBoi,ingame,300.0,sell
993,2020-03-21,karma22674,ingame,150.0,sell
994,2020-03-21,X-MuckyBow,ingame,140.0,sell
1017,2020-03-21,SchwimmEnte,online,120.0,sell
1020,2020-03-21,deathload666,ingame,140.0,sell
1023,2020-03-21,Wundunii,ingame,180.0,sell
