,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,143.0,43,0.0,-,0.0
1,2020-01-14,142.6,38,-0.4,▼,-1.0
2,2020-01-15,143.5,37,0.9,▲,0.0
3,2020-01-16,143.4,34,-0.1,▼,-1.0
4,2020-01-17,144.3,72,0.9,▲,0.0
5,2020-01-18,145.2,51,0.9,▲,1.0
6,2020-01-19,147.0,48,1.8,▲,2.0
7,2020-01-20,146.9,53,-0.1,▼,1.0
8,2020-01-21,146.9,49,0.0,-,1.0
9,2020-01-22,147.5,59,0.6,▲,2.0
10,2020-01-23,147.8,33,0.3,▲,3.0
11,2020-01-24,147.5,60,-0.3,▼,2.0
12,2020-01-25,146.9,48,-0.6,▼,1.0
13,2020-01-26,147.3,40,0.4,▲,2.0
14,2020-01-27,147.6,68,0.3,▲,3.0
15,2020-01-28,147.9,37,0.3,▲,4.0
16,2020-01-29,149.8,55,1.9,▲,5.0
17,2020-01-30,151.5,44,1.7,▲,6.0
18,2020-01-31,152.1,44,0.6,▲,7.0
19,2020-02-01,152.3,57,0.2,▲,8.0
20,2020-02-02,153.7,52,1.4,▲,9.0
21,2020-02-03,152.3,55,-1.4,▼,8.0
22,2020-02-04,152.0,46,-0.3,▼,7.0
23,2020-02-05,151.5,64,-0.5,▼,6.0
24,2020-02-06,153.0,35,1.5,▲,7.0
25,2020-02-07,152.6,53,-0.4,▼,6.0
26,2020-02-08,153.1,60,0.5,▲,7.0
27,2020-02-09,152.4,61,-0.7,▼,6.0
28,2020-02-10,154.4,83,2.0,▲,7.0
29,2020-02-11,152.9,38,-1.5,▼,6.0
30,2020-02-12,153.7,42,0.8,▲,7.0
31,2020-02-13,154.6,62,0.9,▲,8.0
32,2020-02-14,154.7,61,0.1,▲,9.0
33,2020-02-15,150.7,95,-4.0,▼,8.0
34,2020-02-16,150.1,62,-0.6,▼,7.0
35,2020-02-17,148.3,44,-1.8,▼,6.0
36,2020-02-18,146.9,49,-1.4,▼,5.0
37,2020-02-19,146.7,59,-0.2,▼,4.0
38,2020-02-20,149.0,31,2.3,▲,5.0
39,2020-02-21,149.1,72,0.1,▲,6.0
40,2020-02-22,148.8,47,-0.3,▼,5.0
41,2020-02-23,148.1,66,-0.7,▼,4.0
42,2020-02-24,148.0,55,-0.1,▼,3.0
43,2020-02-25,148.1,39,0.1,▲,4.0
44,2020-02-26,148.1,32,0.0,-,4.0
45,2020-02-27,148.4,68,0.3,▲,5.0
46,2020-02-28,148.6,56,0.2,▲,6.0
47,2020-02-29,148.7,55,0.1,▲,7.0
48,2020-03-01,148.6,59,-0.1,▼,6.0
49,2020-03-02,149.1,53,0.5,▲,7.0
50,2020-03-03,149.1,48,0.0,-,7.0
51,2020-03-04,149.6,61,0.5,▲,8.0
52,2020-03-05,150.3,48,0.7,▲,9.0
53,2020-03-06,150.5,74,0.2,▲,10.0
54,2020-03-07,150.5,87,0.0,-,10.0
55,2020-03-08,151.8,87,1.3,▲,11.0
56,2020-03-09,153.3,68,1.5,▲,12.0
57,2020-03-10,154.1,77,0.8,▲,13.0
58,2020-03-11,156.0,76,1.9,▲,14.0
59,2020-03-12,157.4,37,1.4,▲,15.0
60,2020-03-13,156.3,66,-1.1,▼,14.0
61,2020-03-14,155.4,78,-0.9,▼,13.0
62,2020-03-15,155.0,74,-0.4,▼,12.0
63,2020-03-16,154.6,46,-0.4,▼,11.0
64,2020-03-17,154.5,83,-0.1,▼,10.0
65,2020-03-18,154.6,71,0.1,▲,11.0
66,2020-03-19,155.8,70,1.2,▲,12.0
67,2020-03-20,155.9,83,0.1,▲,13.0
68,2020-03-21,155.3,67,-0.6,▼,12.0
69,2020-03-22,153.6,65,-1.7,▼,11.0
70,2020-03-23,153.8,61,0.2,▲,12.0
71,2020-03-24,152.0,56,-1.8,▼,11.0
72,2020-03-25,151.7,83,-0.3,▼,10.0
73,2020-03-26,151.6,54,-0.1,▼,9.0
74,2020-03-27,151.9,85,0.3,▲,10.0
75,2020-03-28,151.6,94,-0.3,▼,9.0
76,2020-03-29,151.4,97,-0.2,▼,8.0
77,2020-03-30,150.7,69,-0.7,▼,7.0
78,2020-03-31,149.8,51,-0.9,▼,6.0
79,2020-04-01,149.9,108,0.1,▲,7.0
80,2020-04-02,149.7,57,-0.2,▼,6.0
81,2020-04-03,149.7,95,0.0,-,6.0
82,2020-04-04,149.5,109,-0.2,▼,5.0
83,2020-04-05,149.6,87,0.1,▲,6.0
84,2020-04-06,150.1,77,0.5,▲,7.0
85,2020-04-07,151.1,74,1.0,▲,8.0
86,2020-04-08,151.3,72,0.2,▲,9.0
87,2020-04-09,151.9,58,0.6,▲,10.0
88,2020-04-10,151.5,123,-0.4,▼,9.0
89,2020-04-11,151.0,93,-0.5,▼,8.0
90,2020-04-12,150.0,99,-1.0,▼,7.0
91,2020-04-13,151.3,93,1.3,▲,8.0
92,2020-04-14,151.9,90,0.6,▲,9.0
93,2020-04-15,151.9,81,0.0,-,9.0
94,2020-04-16,153.4,58,1.5,▲,10.0
95,2020-04-17,153.9,84,0.5,▲,11.0
96,2020-04-18,153.1,50,-0.8,▼,10.0
97,2020-04-19,153.0,73,-0.1,▼,9.0
98,2020-04-20,154.9,68,1.9,▲,10.0
99,2020-04-21,154.9,61,0.0,-,10.0
100,2020-04-22,156.0,87,1.1,▲,11.0
101,2020-04-23,157.5,78,1.5,▲,12.0
102,2020-04-24,158.6,74,1.1,▲,13.0
103,2020-04-25,158.5,63,-0.1,▼,12.0
