,last_seen,user,status_data,platinum,order_type
641,2020-03-07,Xx--Reaper--xX,ingame,100.0,sell
167,2020-03-07,Zilacon,ingame,100.0,sell
315,2020-03-07,Dukecpr,ingame,100.0,sell
211,2020-03-07,NoobieCapitan,ingame,100.0,sell
415,2020-03-07,Alexsis911,ingame,110.0,sell
194,2020-03-06,Krehlmar,ingame,124.0,sell
176,2020-03-07,-BM-SniperKitten,ingame,125.0,sell
39,2020-03-07,HLixir,ingame,215.0,sell
788,2020-03-07,D3IVY,ingame,48.0,sell
734,2020-03-07,Sirius777,ingame,49.0,sell
778,2020-03-07,Superbia__,ingame,50.0,sell
727,2020-03-07,loser10,ingame,50.0,sell
707,2020-03-07,Carl_or_Kaer,ingame,50.0,sell
695,2020-03-07,superPrime13,ingame,50.0,sell
680,2020-03-07,cglla,ingame,50.0,sell
229,2020-03-07,-Pixxy,ingame,140.0,sell
363,2020-03-07,Ztremex,ingame,150.0,sell
581,2020-03-07,heyao47,ingame,50.0,sell
704,2020-03-07,just11kid,ingame,55.0,sell
758,2020-03-07,G1ennPrime,ingame,55.0,sell
612,2020-03-07,.thoughts,ingame,120.0,sell
63,2020-03-07,TimberLaw,ingame,125.0,sell
734,2020-03-07,TierGoku24,ingame,137.0,sell
508,2020-03-07,Slagathor85,ingame,50.0,sell
170,2020-03-07,foresta,offline,100.0,sell
47,2020-03-07,PatrickL546,offline,100.0,sell
314,2020-03-06,ETTheNext,offline,100.0,sell
671,2020-03-07,Neleison,offline,100.0,sell
413,2020-03-07,Sniles,offline,100.0,sell
138,2020-03-06,TimBerley,offline,100.0,sell
64,2020-03-05,FRTE_alvarito2307,offline,100.0,sell
66,2020-03-07,DRClayko,offline,100.0,sell
70,2020-03-06,Danielw8,offline,100.0,sell
298,2020-03-06,RumblerFunster,offline,100.0,sell
136,2020-03-05,Xero6064,offline,100.0,sell
486,2020-03-07,Elig3,offline,100.0,sell
477,2020-03-06,t36l,offline,100.0,sell
310,2020-03-06,NEiles,offline,100.0,sell
508,2020-03-06,ZhelleSomnia,offline,100.0,sell
96,2020-03-07,CoppyKat,offline,100.0,sell
264,2020-03-07,Zlauker,offline,100.0,sell
128,2020-03-07,THEDARKNESSD,offline,100.0,sell
122,2020-03-06,Tarnschaf,offline,100.0,sell
112,2020-03-06,Flemishlion,offline,100.0,sell
121,2020-03-07,ipwaframe,offline,100.0,sell
624,2020-03-07,ChildOfRivia,offline,100.0,sell
622,2020-03-06,thewarjackal1,offline,100.0,sell
380,2020-03-07,purpurim,offline,100.0,sell
745,2020-03-07,Striker_BY,offline,100.0,sell
336,2020-03-07,Esperide,offline,100.0,sell
269,2020-03-06,BenedekValter,offline,100.0,sell
231,2020-03-07,Night_Lord01,offline,100.0,sell
357,2020-03-07,SWAGGER1,offline,100.0,sell
34,2020-03-07,1212Kronos,offline,100.0,sell
203,2020-03-07,ShadowSword193,offline,100.0,sell
208,2020-03-07,Halo95,offline,100.0,sell
324,2020-03-08,Helen408,ingame,110.0,sell
206,2020-03-08,alexpastaz,ingame,115.0,sell
91,2020-03-08,MrToxic2703,ingame,150.0,sell
135,2020-03-08,murkeryPrime,ingame,180.0,sell
113,2020-03-08,WingsairHeart,ingame,200.0,sell
766,2020-03-08,vesselgrimm,ingame,42.0,sell
764,2020-03-08,OldCh1ldTim,ingame,45.0,sell
767,2020-03-08,DamWZYM,ingame,49.0,sell
765,2020-03-08,Gow--01,ingame,50.0,sell
381,2020-03-08,MUTYAK,online,150.0,sell
7,2020-03-08,pr0.man,online,250.0,sell
704,2020-03-08,KINGShuuLi,online,50.0,sell
5,2020-03-08,CodeName.Zero,ingame,165.0,sell
