,last_seen,user,status_data,platinum,order_type
4,2020-03-18,S0NGA,ingame,500.0,sell
19,2020-03-18,------sepulchrave------,online,170.0,sell
20,2020-03-18,Mazver,ingame,199.0,sell
32,2020-03-18,DevilDriverSS,ingame,170.0,sell
40,2020-03-18,VEZ1Rtr,online,200.0,sell
41,2020-03-18,Pancino,ingame,300.0,sell
54,2020-03-18,pr0.man,online,350.0,sell
74,2020-03-18,lazynikolas,online,200.0,sell
75,2020-03-18,fgiveme,ingame,230.0,sell
86,2020-03-18,Gucci..,ingame,200.0,sell
102,2020-03-18,.DF.Anubis.,ingame,300.0,sell
107,2020-03-18,Beaujolai,ingame,180.0,sell
118,2020-03-18,Yeon-Rak,ingame,185.0,sell
124,2020-03-18,Liuskur,ingame,200.0,sell
131,2020-03-18,Samu820,ingame,200.0,sell
148,2020-03-18,ClapAmp,ingame,180.0,sell
169,2020-03-18,eneki123,ingame,179.0,sell
185,2020-03-18,--Q--Xorent,ingame,200.0,sell
190,2020-03-18,IR4_IR4,ingame,189.0,sell
206,2020-03-18,Hafemannus,ingame,300.0,sell
222,2020-03-18,WinterMach,online,200.0,sell
230,2020-03-18,Sekhemus,ingame,200.0,sell
262,2020-03-18,Nimmpwqnmlgb,ingame,180.0,sell
269,2020-03-18,Fluffy_Bunny123,ingame,189.0,sell
296,2020-03-18,Oissio,ingame,199.0,sell
302,2020-03-18,cocie3,ingame,189.0,sell
321,2020-03-18,sawabura,ingame,179.0,sell
323,2020-03-18,Goku00178,ingame,200.0,sell
338,2020-03-18,23_flash_23,ingame,220.0,sell
340,2020-03-18,Shivv,ingame,180.0,sell
363,2020-03-18,eminem49,online,180.0,sell
370,2020-03-18,bieyv,ingame,190.0,sell
384,2020-03-18,SombraDeLuna,ingame,198.0,sell
423,2020-03-18,nihilucid,ingame,180.0,sell
434,2020-03-18,GlowingDiamond778,ingame,165.0,sell
447,2020-03-18,Humara_,ingame,163.0,sell
451,2020-03-18,SORTROS,ingame,200.0,sell
463,2020-03-18,L3PandaR0ux,ingame,175.0,sell
474,2020-03-18,taxuexunmei1,online,185.0,sell
475,2020-03-18,Phactoid,ingame,175.0,sell
479,2020-03-18,KeiSuperstar,ingame,180.0,sell
483,2020-03-18,WBtroll,ingame,170.0,sell
486,2020-03-18,MMA963,ingame,160.0,sell
113,2020-03-20,zw007981,ingame,184.0,sell
129,2020-03-20,Arx_Condor,ingame,195.0,sell
144,2020-03-20,PeZorD,ingame,190.0,sell
163,2020-03-20,PETI258,ingame,200.0,sell
170,2020-03-20,ipwaframe,ingame,340.0,sell
175,2020-03-20,MAX.Natur,ingame,200.0,sell
189,2020-03-20,ChocoFrag,ingame,200.0,sell
201,2020-03-20,monkiest,ingame,175.0,sell
225,2020-03-20,DrunkenStupor,ingame,180.0,sell
229,2020-03-20,Idese,ingame,178.0,sell
253,2020-03-20,LitMeUp.,ingame,200.0,sell
309,2020-03-20,EdehArai,ingame,300.0,sell
338,2020-03-20,bennaye,ingame,200.0,sell
340,2020-03-20,marcel.cooli.420,ingame,300.0,sell
341,2020-03-20,Rawska.,ingame,220.0,sell
345,2020-03-20,alphenlai,ingame,170.0,sell
346,2020-03-20,SeniorCiordales,ingame,180.0,sell
356,2020-03-20,Torca40,online,190.0,sell
368,2020-03-20,EternalQQ,ingame,180.0,sell
398,2020-03-20,lewis237,ingame,190.0,sell
400,2020-03-20,CNM10086,ingame,200.0,sell
414,2020-03-20,Amoral_Prince,ingame,180.0,sell
420,2020-03-20,DotKOMM1,ingame,170.0,sell
426,2020-03-20,checinski,ingame,180.0,sell
438,2020-03-20,asd1145221591,ingame,400.0,sell
439,2020-03-20,Metamorphoses,ingame,180.0,sell
458,2020-03-20,Chelovek_sinyak,online,200.0,sell
467,2020-03-20,-STR-ShimmeringPotato,ingame,170.0,sell
472,2020-03-20,FyeDluna,online,180.0,sell
495,2020-03-20,PrimeAgent,ingame,179.0,sell
506,2020-03-20,Siriusheta,ingame,190.0,sell
508,2020-03-20,K_O_100_,ingame,190.0,sell
509,2020-03-20,FlorianCvl,ingame,170.0,sell
515,2020-03-20,Aveeroo,ingame,169.0,sell
516,2020-03-20,fulltime101,ingame,170.0,sell
13,2020-03-21,--RV--Sloth,ingame,180.0,sell
21,2020-03-21,Sybaris,ingame,600.0,sell
52,2020-03-21,I_NightStAr_I,ingame,200.0,sell
55,2020-03-21,limy2245,ingame,180.0,sell
99,2020-03-21,8RiPPeR8,ingame,300.0,sell
166,2020-03-21,CheetahIvan,ingame,195.0,sell
167,2020-03-21,Tenebray592,online,170.0,sell
181,2020-03-21,WhatWeDo,ingame,180.0,sell
183,2020-03-21,hawkcap,ingame,175.0,sell
190,2020-03-21,--C.A--IO,ingame,300.0,sell
194,2020-03-21,evgty,ingame,200.0,sell
258,2020-03-21,Zlauker,ingame,300.0,sell
309,2020-03-21,lacjo_shei,online,190.0,sell
327,2020-03-21,SmogJumper,ingame,190.0,sell
378,2020-03-21,legaliize420,ingame,175.0,sell
387,2020-03-21,WatcheRim,ingame,190.0,sell
390,2020-03-21,Noacil,online,180.0,sell
423,2020-03-21,zyangul,online,181.0,sell
463,2020-03-21,Bus1nkaa,ingame,169.0,sell
466,2020-03-21,GreedyBoredPotato,ingame,200.0,sell
487,2020-03-21,DejanVu,ingame,169.0,sell
498,2020-03-21,Gindzher,ingame,170.0,sell
504,2020-03-21,Zero3D,online,200.0,sell
505,2020-03-21,maniak94,ingame,170.0,sell
509,2020-03-21,Hi_Im_Gauss,ingame,180.0,sell
510,2020-03-21,TinyAntPro,ingame,165.0,sell
