,last_seen,user,status_data,platinum,order_type
610,2020-03-18,otoufutime,ingame,140.0,sell
503,2020-03-18,-WAR-EzioSenpai,ingame,140.0,sell
583,2020-03-18,DubstepAtack,online,140.0,sell
398,2020-03-18,CzechZ0ne,ingame,142.0,sell
567,2020-03-18,.Karlos,ingame,145.0,sell
533,2020-03-18,justinlll2,ingame,148.0,sell
468,2020-03-18,-3EBC-,ingame,149.0,sell
237,2020-03-18,eneki123,ingame,149.0,sell
249,2020-03-18,--Q--Xorent,ingame,150.0,sell
480,2020-03-18,ijinkli,online,150.0,sell
476,2020-03-18,splif_47,ingame,150.0,sell
365,2020-03-18,Yahzee,ingame,150.0,sell
357,2020-03-18,Goblin_au,ingame,150.0,sell
487,2020-03-18,MrKartoshkaShow,ingame,150.0,sell
169,2020-03-18,L3PandaR0ux,ingame,150.0,sell
