,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,36.2,8,0.0,-,0.0
1,2020-01-14,35.8,12,-0.4,▼,-1.0
2,2020-01-15,35.3,3,-0.5,▼,-2.0
3,2020-01-16,36.8,10,1.5,▲,-1.0
4,2020-01-17,36.8,7,0.0,-,-1.0
5,2020-01-18,37.4,8,0.6,▲,0.0
6,2020-01-19,38.2,9,0.8,▲,1.0
7,2020-01-20,39.6,7,1.4,▲,2.0
8,2020-01-21,39.4,9,-0.2,▼,1.0
9,2020-01-23,40.2,5,0.8,▲,2.0
10,2020-01-24,40.7,6,0.5,▲,3.0
11,2020-01-25,40.9,7,0.2,▲,4.0
12,2020-01-26,41.4,7,0.5,▲,5.0
13,2020-01-27,42.1,11,0.7,▲,6.0
14,2020-01-28,41.3,4,-0.8,▼,5.0
15,2020-01-29,41.8,5,0.5,▲,6.0
16,2020-01-30,42.1,8,0.3,▲,7.0
17,2020-01-31,42.0,9,-0.1,▼,6.0
18,2020-02-01,41.5,23,-0.5,▼,5.0
19,2020-02-02,40.9,17,-0.6,▼,4.0
20,2020-02-03,41.1,8,0.2,▲,5.0
21,2020-02-04,41.7,6,0.6,▲,6.0
22,2020-02-05,41.4,6,-0.3,▼,5.0
23,2020-02-06,40.9,4,-0.5,▼,4.0
24,2020-02-07,41.4,15,0.5,▲,5.0
25,2020-02-08,40.9,8,-0.5,▼,4.0
26,2020-02-09,40.0,9,-0.9,▼,3.0
27,2020-02-10,41.0,10,1.0,▲,4.0
28,2020-02-11,42.0,6,1.0,▲,5.0
29,2020-02-12,45.2,6,3.2,▲,6.0
30,2020-02-13,45.4,7,0.2,▲,7.0
31,2020-02-14,45.4,10,0.0,-,7.0
32,2020-02-15,44.1,22,-1.3,▼,6.0
33,2020-02-16,43.1,10,-1.0,▼,5.0
34,2020-02-17,40.9,11,-2.2,▼,4.0
35,2020-02-18,41.9,7,1.0,▲,5.0
36,2020-02-19,43.3,6,1.4,▲,6.0
37,2020-02-20,45.0,5,1.7,▲,7.0
38,2020-02-21,47.5,13,2.5,▲,8.0
39,2020-02-22,47.7,10,0.2,▲,9.0
40,2020-02-23,45.9,15,-1.8,▼,8.0
41,2020-02-24,43.5,4,-2.4,▼,7.0
42,2020-02-25,42.4,5,-1.1,▼,6.0
43,2020-02-26,41.9,8,-0.5,▼,5.0
44,2020-02-27,42.9,7,1.0,▲,6.0
45,2020-02-28,44.7,10,1.8,▲,7.0
46,2020-02-29,47.7,7,3.0,▲,8.0
47,2020-03-01,46.8,7,-0.9,▼,7.0
48,2020-03-02,47.3,5,0.5,▲,8.0
49,2020-03-03,47.3,5,0.0,-,8.0
50,2020-03-04,47.2,5,-0.1,▼,7.0
51,2020-03-05,45.2,8,-2.0,▼,6.0
52,2020-03-06,48.2,10,3.0,▲,7.0
53,2020-03-07,47.2,18,-1.0,▼,6.0
54,2020-03-08,47.0,21,-0.2,▼,5.0
55,2020-03-09,48.2,8,1.2,▲,6.0
56,2020-03-10,49.7,10,1.5,▲,7.0
57,2020-03-11,50.3,16,0.6,▲,8.0
58,2020-03-12,52.6,13,2.3,▲,9.0
59,2020-03-13,52.8,5,0.2,▲,10.0
60,2020-03-14,51.7,13,-1.1,▼,9.0
61,2020-03-15,53.1,11,1.4,▲,10.0
62,2020-03-16,52.6,8,-0.5,▼,9.0
63,2020-03-17,51.6,13,-1.0,▼,8.0
64,2020-03-18,52.1,12,0.5,▲,9.0
65,2020-03-19,52.7,11,0.6,▲,10.0
66,2020-03-20,51.8,8,-0.9,▼,9.0
67,2020-03-21,51.3,11,-0.5,▼,8.0
68,2020-03-22,50.6,18,-0.7,▼,7.0
69,2020-03-23,50.1,13,-0.5,▼,6.0
70,2020-03-24,48.4,5,-1.7,▼,5.0
71,2020-03-25,47.1,2,-1.3,▼,4.0
72,2020-03-26,46.1,7,-1.0,▼,3.0
73,2020-03-27,44.1,13,-2.0,▼,2.0
74,2020-03-28,43.7,13,-0.4,▼,1.0
75,2020-03-29,43.9,15,0.2,▲,2.0
76,2020-03-30,44.2,14,0.3,▲,3.0
77,2020-03-31,43.7,8,-0.5,▼,2.0
78,2020-04-01,46.1,16,2.4,▲,3.0
79,2020-04-02,48.0,15,1.9,▲,4.0
80,2020-04-03,49.0,17,1.0,▲,5.0
81,2020-04-04,50.0,20,1.0,▲,6.0
82,2020-04-05,51.4,18,1.4,▲,7.0
83,2020-04-06,50.4,11,-1.0,▼,6.0
84,2020-04-07,47.9,17,-2.5,▼,5.0
85,2020-04-08,48.4,14,0.5,▲,6.0
86,2020-04-09,48.4,12,0.0,-,6.0
87,2020-04-10,48.5,10,0.1,▲,7.0
88,2020-04-11,49.9,9,1.4,▲,8.0
89,2020-04-12,49.2,21,-0.7,▼,7.0
90,2020-04-13,48.2,14,-1.0,▼,6.0
91,2020-04-14,51.7,10,3.5,▲,7.0
92,2020-04-15,52.2,15,0.5,▲,8.0
93,2020-04-16,52.2,8,0.0,-,8.0
94,2020-04-17,54.9,10,2.7,▲,9.0
