,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,189.4,3,0.0,-,0.0
1,2020-01-14,190.4,10,1.0,▲,1.0
2,2020-01-15,190.4,5,0.0,-,1.0
3,2020-01-16,193.8,4,3.4,▲,2.0
4,2020-01-17,194.9,5,1.1,▲,3.0
5,2020-01-18,194.4,4,-0.5,▼,2.0
6,2020-01-19,195.3,9,0.9,▲,3.0
7,2020-01-20,196.3,7,1.0,▲,4.0
8,2020-01-21,195.9,4,-0.4,▼,3.0
9,2020-01-22,196.3,7,0.4,▲,4.0
10,2020-01-23,197.2,5,0.9,▲,5.0
11,2020-01-24,196.8,7,-0.4,▼,4.0
12,2020-01-25,196.7,5,-0.1,▼,3.0
13,2020-01-26,194.7,18,-2.0,▼,2.0
14,2020-01-27,195.2,4,0.5,▲,3.0
15,2020-01-28,193.8,2,-1.4,▼,2.0
16,2020-01-29,194.2,6,0.4,▲,3.0
17,2020-01-30,196.2,5,2.0,▲,4.0
18,2020-01-31,197.7,3,1.5,▲,5.0
19,2020-02-01,197.3,8,-0.4,▼,4.0
20,2020-02-02,199.3,7,2.0,▲,5.0
21,2020-02-03,200.9,6,1.6,▲,6.0
22,2020-02-04,196.5,4,-4.4,▼,5.0
23,2020-02-05,199.4,3,2.9,▲,6.0
24,2020-02-06,197.4,7,-2.0,▼,5.0
25,2020-02-07,202.4,5,5.0,▲,6.0
26,2020-02-08,205.4,8,3.0,▲,7.0
27,2020-02-09,210.4,11,5.0,▲,8.0
28,2020-02-10,204.5,1,-5.9,▼,7.0
29,2020-02-11,209.9,7,5.4,▲,8.0
30,2020-02-12,212.9,7,3.0,▲,9.0
31,2020-02-13,212.9,5,0.0,-,9.0
32,2020-02-14,218.1,10,5.2,▲,10.0
33,2020-02-15,224.1,8,6.0,▲,11.0
34,2020-02-16,225.2,14,1.1,▲,12.0
35,2020-02-17,222.7,5,-2.5,▼,11.0
36,2020-02-18,227.7,3,5.0,▲,12.0
37,2020-02-19,222.8,3,-4.9,▼,11.0
38,2020-02-20,225.7,5,2.9,▲,12.0
39,2020-02-21,230.7,5,5.0,▲,13.0
40,2020-02-22,233.7,9,3.0,▲,14.0
41,2020-02-23,231.2,4,-2.5,▼,13.0
42,2020-02-24,235.9,5,4.7,▲,14.0
43,2020-02-25,239.5,5,3.6,▲,15.0
44,2020-02-26,237.0,4,-2.5,▼,14.0
45,2020-02-27,234.9,3,-2.1,▼,13.0
46,2020-02-28,236.3,4,1.4,▲,14.0
47,2020-02-29,230.3,6,-6.0,▼,13.0
48,2020-03-01,226.2,5,-4.1,▼,12.0
49,2020-03-02,227.2,5,1.0,▲,13.0
50,2020-03-03,219.8,5,-7.4,▼,12.0
51,2020-03-04,214.4,5,-5.4,▼,11.0
52,2020-03-05,220.4,3,6.0,▲,12.0
53,2020-03-06,217.6,11,-2.8,▼,11.0
54,2020-03-07,213.6,10,-4.0,▼,10.0
55,2020-03-08,218.5,7,4.9,▲,11.0
56,2020-03-09,222.0,5,3.5,▲,12.0
57,2020-03-10,218.5,6,-3.5,▼,11.0
58,2020-03-11,218.8,6,0.3,▲,12.0
59,2020-03-12,219.7,6,0.9,▲,13.0
60,2020-03-13,220.7,4,1.0,▲,14.0
61,2020-03-14,218.2,10,-2.5,▼,13.0
62,2020-03-15,219.2,15,1.0,▲,14.0
63,2020-03-16,220.2,14,1.0,▲,15.0
64,2020-03-17,220.8,10,0.6,▲,16.0
65,2020-03-18,220.4,8,-0.4,▼,15.0
66,2020-03-19,222.4,6,2.0,▲,16.0
67,2020-03-20,223.4,8,1.0,▲,17.0
68,2020-03-21,226.4,9,3.0,▲,18.0
69,2020-03-22,225.3,9,-1.1,▼,17.0
70,2020-03-23,225.3,4,0.0,-,17.0
71,2020-03-24,222.3,3,-3.0,▼,16.0
72,2020-03-25,221.3,9,-1.0,▼,15.0
73,2020-03-26,221.3,3,0.0,-,15.0
74,2020-03-27,216.0,7,-5.3,▼,14.0
75,2020-03-28,215.9,7,-0.1,▼,13.0
76,2020-03-29,216.6,14,0.7,▲,14.0
77,2020-03-30,218.6,9,2.0,▲,15.0
78,2020-03-31,216.7,9,-1.9,▼,14.0
79,2020-04-01,222.1,13,5.4,▲,15.0
80,2020-04-02,224.2,17,2.1,▲,16.0
81,2020-04-03,226.5,18,2.3,▲,17.0
82,2020-04-04,226.2,7,-0.3,▼,16.0
83,2020-04-05,227.2,10,1.0,▲,17.0
84,2020-04-06,227.2,12,0.0,-,17.0
85,2020-04-07,225.6,14,-1.6,▼,16.0
86,2020-04-08,226.1,11,0.5,▲,17.0
87,2020-04-09,224.9,20,-1.2,▼,16.0
88,2020-04-10,221.9,12,-3.0,▼,15.0
89,2020-04-11,222.9,15,1.0,▲,16.0
90,2020-04-12,222.8,11,-0.1,▼,15.0
91,2020-04-13,217.0,9,-5.8,▼,14.0
92,2020-04-14,218.4,4,1.4,▲,15.0
93,2020-04-15,220.9,10,2.5,▲,16.0
94,2020-04-16,217.9,16,-3.0,▼,15.0
95,2020-04-17,217.1,13,-0.8,▼,14.0
