,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,114.9,56,0.0,-,0.0
1,2020-01-14,113.9,56,-1.0,▼,-1.0
2,2020-01-15,112.9,40,-1.0,▼,-2.0
3,2020-01-16,111.2,51,-1.7,▼,-3.0
4,2020-01-17,110.9,46,-0.3,▼,-4.0
5,2020-01-18,109.9,56,-1.0,▼,-5.0
6,2020-01-19,109.0,41,-0.9,▼,-6.0
7,2020-01-20,108.9,44,-0.1,▼,-7.0
8,2020-01-21,108.6,38,-0.3,▼,-8.0
9,2020-01-22,109.4,37,0.8,▲,-7.0
10,2020-01-23,109.2,39,-0.2,▼,-8.0
11,2020-01-24,109.1,46,-0.1,▼,-9.0
12,2020-01-25,108.9,41,-0.2,▼,-10.0
13,2020-01-26,109.7,37,0.8,▲,-9.0
14,2020-01-27,109.7,47,0.0,-,-9.0
15,2020-01-28,106.9,40,-2.8,▼,-10.0
16,2020-01-29,104.9,45,-2.0,▼,-11.0
17,2020-01-30,103.2,44,-1.7,▼,-12.0
18,2020-01-31,100.3,42,-2.9,▼,-13.0
19,2020-02-01,98.3,52,-2.0,▼,-14.0
20,2020-02-02,98.8,53,0.5,▲,-13.0
21,2020-02-03,98.3,45,-0.5,▼,-14.0
22,2020-02-04,98.3,37,0.0,-,-14.0
23,2020-02-05,101.2,47,2.9,▲,-13.0
24,2020-02-06,101.9,48,0.7,▲,-12.0
25,2020-02-07,101.4,55,-0.5,▼,-13.0
26,2020-02-08,101.8,36,0.4,▲,-12.0
27,2020-02-09,101.8,56,0.0,-,-12.0
28,2020-02-10,100.5,25,-1.3,▼,-13.0
29,2020-02-11,100.8,38,0.3,▲,-12.0
30,2020-02-12,101.3,35,0.5,▲,-11.0
31,2020-02-13,102.0,31,0.7,▲,-10.0
32,2020-02-14,102.0,43,0.0,-,-10.0
33,2020-02-15,103.3,77,1.3,▲,-9.0
34,2020-02-16,105.7,58,2.4,▲,-8.0
35,2020-02-17,107.5,46,1.8,▲,-7.0
36,2020-02-18,109.5,42,2.0,▲,-6.0
37,2020-02-19,109.5,35,0.0,-,-6.0
38,2020-02-20,109.4,37,-0.1,▼,-7.0
39,2020-02-21,108.4,32,-1.0,▼,-8.0
40,2020-02-22,106.4,40,-2.0,▼,-9.0
41,2020-02-23,103.9,43,-2.5,▼,-10.0
42,2020-02-24,103.9,30,0.0,-,-10.0
43,2020-02-25,101.7,34,-2.2,▼,-11.0
44,2020-02-26,97.3,24,-4.4,▼,-12.0
45,2020-02-27,95.5,31,-1.8,▼,-13.0
46,2020-02-28,91.7,38,-3.8,▼,-14.0
47,2020-02-29,88.9,48,-2.8,▼,-15.0
48,2020-03-01,87.4,56,-1.5,▼,-16.0
49,2020-03-02,87.1,40,-0.3,▼,-17.0
50,2020-03-03,87.1,34,0.0,-,-17.0
51,2020-03-04,88.9,22,1.8,▲,-16.0
52,2020-03-05,89.2,36,0.3,▲,-15.0
53,2020-03-06,90.4,48,1.2,▲,-14.0
54,2020-03-07,92.5,79,2.1,▲,-13.0
55,2020-03-08,95.5,58,3.0,▲,-12.0
56,2020-03-09,97.5,39,2.0,▲,-11.0
57,2020-03-10,100.3,26,2.8,▲,-10.0
58,2020-03-11,100.5,31,0.2,▲,-9.0
59,2020-03-12,100.0,41,-0.5,▼,-10.0
60,2020-03-13,96.4,53,-3.6,▼,-11.0
61,2020-03-14,94.4,58,-2.0,▼,-12.0
62,2020-03-15,91.6,61,-2.8,▼,-13.0
63,2020-03-16,88.5,36,-3.1,▼,-14.0
64,2020-03-17,85.2,48,-3.3,▼,-15.0
65,2020-03-18,84.8,61,-0.4,▼,-16.0
66,2020-03-19,83.8,47,-1.0,▼,-17.0
67,2020-03-20,83.1,50,-0.7,▼,-18.0
68,2020-03-21,83.8,43,0.7,▲,-17.0
69,2020-03-22,84.6,45,0.8,▲,-16.0
70,2020-03-23,83.5,46,-1.1,▼,-17.0
71,2020-03-24,82.3,24,-1.2,▼,-18.0
72,2020-03-25,81.5,40,-0.8,▼,-19.0
73,2020-03-26,82.5,36,1.0,▲,-18.0
74,2020-03-27,82.6,55,0.1,▲,-17.0
75,2020-03-28,83.6,65,1.0,▲,-16.0
76,2020-03-29,84.2,51,0.6,▲,-15.0
77,2020-03-30,84.7,55,0.5,▲,-14.0
78,2020-03-31,84.1,54,-0.6,▼,-15.0
79,2020-04-01,83.2,65,-0.9,▼,-16.0
80,2020-04-02,80.3,54,-2.9,▼,-17.0
81,2020-04-03,77.9,90,-2.4,▼,-18.0
82,2020-04-04,75.4,60,-2.5,▼,-19.0
83,2020-04-05,73.2,55,-2.2,▼,-20.0
84,2020-04-06,71.2,47,-2.0,▼,-21.0
85,2020-04-07,71.2,48,0.0,-,-21.0
86,2020-04-08,70.7,63,-0.5,▼,-22.0
87,2020-04-09,69.7,36,-1.0,▼,-23.0
88,2020-04-10,67.5,60,-2.2,▼,-24.0
89,2020-04-11,65.6,49,-1.9,▼,-25.0
