,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,54.4,9,0.0,-,0.0
1,2020-01-14,53.9,14,-0.5,▼,-1.0
2,2020-01-15,52.3,10,-1.6,▼,-2.0
3,2020-01-16,53.5,11,1.2,▲,-1.0
4,2020-01-17,54.5,8,1.0,▲,0.0
5,2020-01-18,54.5,8,0.0,-,0.0
6,2020-01-19,54.0,19,-0.5,▼,-1.0
7,2020-01-20,56.0,8,2.0,▲,0.0
8,2020-01-21,56.5,18,0.5,▲,1.0
9,2020-01-22,56.9,5,0.4,▲,2.0
10,2020-01-23,57.1,14,0.2,▲,3.0
11,2020-01-24,58.6,16,1.5,▲,4.0
12,2020-01-25,58.4,9,-0.2,▼,3.0
13,2020-01-26,58.3,11,-0.1,▼,2.0
14,2020-01-27,57.4,14,-0.9,▼,1.0
15,2020-01-28,58.2,15,0.8,▲,2.0
16,2020-01-29,59.2,8,1.0,▲,3.0
17,2020-01-30,60.3,11,1.1,▲,4.0
18,2020-01-31,61.9,12,1.6,▲,5.0
19,2020-02-01,63.7,10,1.8,▲,6.0
20,2020-02-02,64.2,19,0.5,▲,7.0
21,2020-02-03,63.7,10,-0.5,▼,6.0
22,2020-02-04,62.8,16,-0.9,▼,5.0
23,2020-02-05,60.8,5,-2.0,▼,4.0
24,2020-02-06,59.0,13,-1.8,▼,3.0
25,2020-02-07,58.5,10,-0.5,▼,2.0
26,2020-02-08,58.5,14,0.0,-,2.0
27,2020-02-09,57.5,10,-1.0,▼,1.0
28,2020-02-10,58.2,14,0.7,▲,2.0
29,2020-02-11,58.7,12,0.5,▲,3.0
30,2020-02-12,58.2,13,-0.5,▼,2.0
31,2020-02-13,58.5,11,0.3,▲,3.0
32,2020-02-14,59.5,9,1.0,▲,4.0
33,2020-02-15,59.8,21,0.3,▲,5.0
34,2020-02-16,60.3,19,0.5,▲,6.0
35,2020-02-17,61.3,17,1.0,▲,7.0
36,2020-02-18,61.4,14,0.1,▲,8.0
37,2020-02-19,62.4,12,1.0,▲,9.0
38,2020-02-20,62.9,10,0.5,▲,10.0
39,2020-02-21,63.6,13,0.7,▲,11.0
40,2020-02-22,64.1,9,0.5,▲,12.0
41,2020-02-23,63.7,18,-0.4,▼,11.0
42,2020-02-24,63.5,6,-0.2,▼,10.0
43,2020-02-25,63.0,12,-0.5,▼,9.0
44,2020-02-26,63.8,6,0.8,▲,10.0
45,2020-02-27,63.3,6,-0.5,▼,9.0
46,2020-02-28,63.6,7,0.3,▲,10.0
47,2020-02-29,63.3,11,-0.3,▼,9.0
48,2020-03-01,63.3,10,0.0,-,9.0
49,2020-03-02,63.3,7,0.0,-,9.0
50,2020-03-03,64.2,6,0.9,▲,10.0
51,2020-03-04,64.8,5,0.6,▲,11.0
52,2020-03-05,66.3,13,1.5,▲,12.0
53,2020-03-06,67.7,17,1.4,▲,13.0
54,2020-03-07,67.7,7,0.0,-,13.0
55,2020-03-08,66.3,13,-1.4,▼,12.0
56,2020-03-09,66.8,9,0.5,▲,13.0
57,2020-03-10,65.8,12,-1.0,▼,12.0
58,2020-03-11,64.4,7,-1.4,▼,11.0
59,2020-03-12,64.7,5,0.3,▲,12.0
60,2020-03-13,65.7,10,1.0,▲,13.0
61,2020-03-14,65.3,10,-0.4,▼,12.0
62,2020-03-15,63.8,13,-1.5,▼,11.0
63,2020-03-16,64.3,11,0.5,▲,12.0
64,2020-03-17,62.9,8,-1.4,▼,11.0
65,2020-03-18,62.4,14,-0.5,▼,10.0
66,2020-03-19,60.8,4,-1.6,▼,9.0
67,2020-03-20,61.7,8,0.9,▲,10.0
68,2020-03-21,61.6,17,-0.1,▼,9.0
69,2020-03-22,59.9,14,-1.7,▼,8.0
70,2020-03-23,59.2,11,-0.7,▼,7.0
71,2020-03-24,61.3,5,2.1,▲,8.0
72,2020-03-25,60.9,5,-0.4,▼,7.0
73,2020-03-26,60.4,3,-0.5,▼,6.0
74,2020-03-27,62.1,8,1.7,▲,7.0
75,2020-03-28,64.3,17,2.2,▲,8.0
76,2020-03-29,61.3,11,-3.0,▼,7.0
77,2020-03-30,61.2,9,-0.1,▼,6.0
78,2020-03-31,61.2,16,0.0,-,6.0
79,2020-04-01,60.8,14,-0.4,▼,5.0
80,2020-04-02,58.2,21,-2.6,▼,4.0
81,2020-04-03,59.0,12,0.8,▲,5.0
82,2020-04-04,59.0,15,0.0,-,5.0
83,2020-04-05,57.4,10,-1.6,▼,4.0
84,2020-04-06,56.9,7,-0.5,▼,3.0
85,2020-04-07,55.9,11,-1.0,▼,2.0
86,2020-04-08,55.6,14,-0.3,▼,1.0
87,2020-04-09,55.2,7,-0.4,▼,0.0
88,2020-04-10,54.2,12,-1.0,▼,-1.0
89,2020-04-11,54.5,12,0.3,▲,0.0
90,2020-04-12,54.6,17,0.1,▲,1.0
91,2020-04-13,53.1,13,-1.5,▼,0.0
92,2020-04-14,52.6,12,-0.5,▼,-1.0
93,2020-04-15,53.8,18,1.2,▲,0.0
94,2020-04-16,53.0,10,-0.8,▼,-1.0
95,2020-04-17,55.0,4,2.0,▲,0.0
