,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,32.9,11,0.0,-,0.0
1,2020-01-14,33.0,7,0.1,▲,1.0
2,2020-01-15,33.6,8,0.6,▲,2.0
3,2020-01-16,33.0,12,-0.6,▼,1.0
4,2020-01-17,33.0,22,0.0,-,1.0
5,2020-01-18,33.0,12,0.0,-,1.0
6,2020-01-19,33.2,7,0.2,▲,2.0
7,2020-01-20,32.8,12,-0.4,▼,1.0
8,2020-01-21,33.9,12,1.1,▲,2.0
9,2020-01-22,33.7,8,-0.2,▼,1.0
10,2020-01-23,33.3,10,-0.4,▼,0.0
11,2020-01-24,33.3,9,0.0,-,0.0
12,2020-01-25,33.7,10,0.4,▲,1.0
13,2020-01-26,33.7,11,0.0,-,1.0
14,2020-01-27,34.4,9,0.7,▲,2.0
15,2020-01-28,35.6,7,1.2,▲,3.0
16,2020-01-29,36.6,14,1.0,▲,4.0
17,2020-01-30,37.0,12,0.4,▲,5.0
18,2020-01-31,37.2,17,0.2,▲,6.0
19,2020-02-01,38.1,7,0.9,▲,7.0
20,2020-02-02,38.4,11,0.3,▲,8.0
21,2020-02-03,37.4,11,-1.0,▼,7.0
22,2020-02-04,37.4,7,0.0,-,7.0
23,2020-02-05,37.7,6,0.3,▲,8.0
24,2020-02-06,36.1,9,-1.6,▼,7.0
25,2020-02-07,34.9,16,-1.2,▼,6.0
26,2020-02-08,34.1,9,-0.8,▼,5.0
27,2020-02-09,33.3,9,-0.8,▼,4.0
28,2020-02-10,32.1,14,-1.2,▼,3.0
29,2020-02-11,31.7,8,-0.4,▼,2.0
30,2020-02-12,30.9,22,-0.8,▼,1.0
31,2020-02-13,30.8,12,-0.1,▼,0.0
32,2020-02-14,31.2,25,0.4,▲,1.0
33,2020-02-15,31.1,19,-0.1,▼,0.0
34,2020-02-16,32.1,18,1.0,▲,1.0
35,2020-02-17,33.1,21,1.0,▲,2.0
36,2020-02-18,34.5,15,1.4,▲,3.0
37,2020-02-19,34.6,11,0.1,▲,4.0
38,2020-02-20,35.6,14,1.0,▲,5.0
39,2020-02-21,34.5,7,-1.1,▼,4.0
40,2020-02-22,34.4,11,-0.1,▼,3.0
41,2020-02-23,32.9,12,-1.5,▼,2.0
42,2020-02-24,32.9,8,0.0,-,2.0
43,2020-02-25,32.2,13,-0.7,▼,1.0
44,2020-02-26,32.4,15,0.2,▲,2.0
45,2020-02-27,32.3,11,-0.1,▼,1.0
46,2020-02-28,32.8,12,0.5,▲,2.0
47,2020-02-29,31.8,10,-1.0,▼,1.0
48,2020-03-01,31.8,16,0.0,-,1.0
49,2020-03-02,32.2,3,0.4,▲,2.0
50,2020-03-03,31.1,12,-1.1,▼,1.0
51,2020-03-04,31.1,15,0.0,-,1.0
52,2020-03-05,30.9,4,-0.2,▼,0.0
53,2020-03-06,30.4,16,-0.5,▼,-1.0
54,2020-03-07,30.5,22,0.1,▲,0.0
55,2020-03-08,30.8,24,0.3,▲,1.0
56,2020-03-09,31.1,20,0.3,▲,2.0
57,2020-03-10,31.7,12,0.6,▲,3.0
58,2020-03-11,31.7,18,0.0,-,3.0
59,2020-03-12,31.0,10,-0.7,▼,2.0
60,2020-03-13,30.5,14,-0.5,▼,1.0
61,2020-03-14,30.1,25,-0.4,▼,0.0
62,2020-03-15,29.6,16,-0.5,▼,-1.0
63,2020-03-16,29.6,8,0.0,-,-1.0
64,2020-03-17,29.5,9,-0.1,▼,-2.0
65,2020-03-18,29.8,9,0.3,▲,-1.0
66,2020-03-19,28.9,8,-0.9,▼,-2.0
67,2020-03-20,28.0,16,-0.9,▼,-3.0
68,2020-03-21,27.0,19,-1.0,▼,-4.0
69,2020-03-22,25.5,18,-1.5,▼,-5.0
70,2020-03-23,24.7,19,-0.8,▼,-6.0
71,2020-03-24,23.4,11,-1.3,▼,-7.0
72,2020-03-25,22.4,17,-1.0,▼,-8.0
73,2020-03-26,22.3,7,-0.1,▼,-9.0
74,2020-03-27,22.6,14,0.3,▲,-8.0
75,2020-03-28,22.6,24,0.0,-,-8.0
76,2020-03-29,23.3,12,0.7,▲,-7.0
77,2020-03-30,24.2,12,0.9,▲,-6.0
78,2020-03-31,24.2,13,0.0,-,-6.0
79,2020-04-01,24.7,19,0.5,▲,-5.0
80,2020-04-02,24.2,19,-0.5,▼,-6.0
81,2020-04-03,23.9,13,-0.3,▼,-7.0
82,2020-04-04,23.5,17,-0.4,▼,-8.0
83,2020-04-05,23.4,18,-0.1,▼,-9.0
84,2020-04-06,22.8,21,-0.6,▼,-10.0
85,2020-04-07,22.8,14,0.0,-,-10.0
86,2020-04-08,23.2,15,0.4,▲,-9.0
87,2020-04-09,23.2,24,0.0,-,-9.0
88,2020-04-10,22.4,16,-0.8,▼,-10.0
89,2020-04-11,22.2,25,-0.2,▼,-11.0
