,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,39.5,45,0.0,-,0.0
1,2020-01-14,39.2,44,-0.3,▼,-1.0
2,2020-01-15,39.1,49,-0.1,▼,-2.0
3,2020-01-16,39.3,50,0.2,▲,-1.0
4,2020-01-17,39.3,38,0.0,-,-1.0
5,2020-01-18,39.1,62,-0.2,▼,-2.0
6,2020-01-19,39.4,75,0.3,▲,-1.0
7,2020-01-20,39.4,38,0.0,-,-1.0
8,2020-01-21,39.2,48,-0.2,▼,-2.0
9,2020-01-22,39.8,69,0.6,▲,-1.0
10,2020-01-23,40.1,42,0.3,▲,0.0
11,2020-01-24,39.9,46,-0.2,▼,-1.0
12,2020-01-25,39.9,47,0.0,-,-1.0
13,2020-01-26,39.8,51,-0.1,▼,-2.0
14,2020-01-27,39.4,55,-0.4,▼,-3.0
15,2020-01-28,39.3,55,-0.1,▼,-4.0
16,2020-01-29,39.3,38,0.0,-,-4.0
17,2020-01-30,39.3,50,0.0,-,-4.0
18,2020-01-31,39.4,61,0.1,▲,-3.0
19,2020-02-01,39.2,47,-0.2,▼,-4.0
20,2020-02-02,39.0,56,-0.2,▼,-5.0
21,2020-02-03,38.9,42,-0.1,▼,-6.0
22,2020-02-04,38.9,65,0.0,-,-6.0
23,2020-02-05,38.8,54,-0.1,▼,-7.0
24,2020-02-06,38.8,42,0.0,-,-7.0
25,2020-02-07,38.5,73,-0.3,▼,-8.0
26,2020-02-08,38.6,52,0.1,▲,-7.0
27,2020-02-09,38.7,51,0.1,▲,-6.0
28,2020-02-10,39.0,54,0.3,▲,-5.0
29,2020-02-11,39.2,37,0.2,▲,-4.0
30,2020-02-12,39.8,53,0.6,▲,-3.0
31,2020-02-13,39.8,46,0.0,-,-3.0
32,2020-02-14,39.9,119,0.1,▲,-2.0
33,2020-02-15,39.9,116,0.0,-,-2.0
34,2020-02-16,40.4,150,0.5,▲,-1.0
35,2020-02-17,40.8,81,0.4,▲,0.0
36,2020-02-18,41.5,90,0.7,▲,1.0
37,2020-02-19,42.5,74,1.0,▲,2.0
38,2020-02-20,43.0,89,0.5,▲,3.0
39,2020-02-21,43.0,83,0.0,-,3.0
40,2020-02-22,42.8,72,-0.2,▼,2.0
41,2020-02-23,42.3,54,-0.5,▼,1.0
42,2020-02-24,41.3,39,-1.0,▼,0.0
43,2020-02-25,41.3,72,0.0,-,0.0
44,2020-02-26,41.6,49,0.3,▲,1.0
45,2020-02-27,41.8,76,0.2,▲,2.0
46,2020-02-28,42.8,77,1.0,▲,3.0
47,2020-02-29,42.8,74,0.0,-,3.0
48,2020-03-01,42.3,53,-0.5,▼,2.0
49,2020-03-02,41.5,47,-0.8,▼,1.0
50,2020-03-03,41.0,44,-0.5,▼,0.0
51,2020-03-04,40.0,48,-1.0,▼,-1.0
52,2020-03-05,40.0,32,0.0,-,-1.0
53,2020-03-06,40.0,39,0.0,-,-1.0
54,2020-03-07,40.0,54,0.0,-,-1.0
55,2020-03-08,39.9,51,-0.1,▼,-2.0
56,2020-03-09,39.9,67,0.0,-,-2.0
57,2020-03-10,39.6,48,-0.3,▼,-3.0
58,2020-03-11,39.6,57,0.0,-,-3.0
59,2020-03-12,39.3,56,-0.3,▼,-4.0
60,2020-03-13,39.1,48,-0.2,▼,-5.0
61,2020-03-14,38.6,77,-0.5,▼,-6.0
62,2020-03-15,38.0,76,-0.6,▼,-7.0
63,2020-03-16,37.9,93,-0.1,▼,-8.0
64,2020-03-17,37.9,52,0.0,-,-8.0
65,2020-03-18,38.0,49,0.1,▲,-7.0
66,2020-03-19,38.2,65,0.2,▲,-6.0
67,2020-03-20,38.6,79,0.4,▲,-5.0
68,2020-03-21,38.2,96,-0.4,▼,-6.0
69,2020-03-22,37.5,90,-0.7,▼,-7.0
70,2020-03-23,36.8,92,-0.7,▼,-8.0
71,2020-03-24,36.5,91,-0.3,▼,-9.0
72,2020-03-25,35.9,68,-0.6,▼,-10.0
73,2020-03-26,35.7,84,-0.2,▼,-11.0
74,2020-03-27,35.7,116,0.0,-,-11.0
75,2020-03-28,35.6,112,-0.1,▼,-12.0
76,2020-03-29,35.4,98,-0.2,▼,-13.0
77,2020-03-30,35.5,108,0.1,▲,-12.0
78,2020-03-31,35.2,95,-0.3,▼,-13.0
79,2020-04-01,34.9,143,-0.3,▼,-14.0
80,2020-04-02,34.4,146,-0.5,▼,-15.0
81,2020-04-03,34.0,117,-0.4,▼,-16.0
82,2020-04-04,34.0,115,0.0,-,-16.0
83,2020-04-05,33.9,129,-0.1,▼,-17.0
84,2020-04-06,33.7,130,-0.2,▼,-18.0
85,2020-04-07,34.2,88,0.5,▲,-17.0
86,2020-04-08,34.2,110,0.0,-,-17.0
87,2020-04-09,34.0,116,-0.2,▼,-18.0
88,2020-04-10,34.2,121,0.2,▲,-17.0
89,2020-04-11,34.0,106,-0.2,▼,-18.0
90,2020-04-12,33.0,109,-1.0,▼,-19.0
91,2020-04-13,33.2,110,0.2,▲,-18.0
92,2020-04-14,33.3,138,0.1,▲,-17.0
