,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,77.8,12,0.0,-,0.0
1,2020-01-14,76.6,4,-1.2,▼,-1.0
2,2020-01-15,75.6,5,-1.0,▼,-2.0
3,2020-01-16,76.1,7,0.5,▲,-1.0
4,2020-01-17,77.4,4,1.3,▲,0.0
5,2020-01-18,77.4,9,0.0,-,0.0
6,2020-01-19,77.4,8,0.0,-,0.0
7,2020-01-20,82.4,3,5.0,▲,1.0
8,2020-01-21,84.0,1,1.6,▲,2.0
9,2020-01-22,84.6,11,0.6,▲,3.0
10,2020-01-23,88.6,4,4.0,▲,4.0
11,2020-01-24,90.5,9,1.9,▲,5.0
12,2020-01-25,89.5,7,-1.0,▼,4.0
13,2020-01-26,89.4,6,-0.1,▼,3.0
14,2020-01-27,91.3,15,1.9,▲,4.0
15,2020-01-28,91.7,6,0.4,▲,5.0
16,2020-01-29,93.8,7,2.1,▲,6.0
17,2020-01-30,93.3,11,-0.5,▼,5.0
18,2020-01-31,91.8,3,-1.5,▼,4.0
19,2020-02-01,91.4,10,-0.4,▼,3.0
20,2020-02-02,89.0,4,-2.4,▼,2.0
21,2020-02-03,86.2,5,-2.8,▼,1.0
22,2020-02-04,86.3,14,0.1,▲,2.0
23,2020-02-05,86.8,4,0.5,▲,3.0
24,2020-02-06,87.3,7,0.5,▲,4.0
25,2020-02-07,89.6,3,2.3,▲,5.0
26,2020-02-08,91.9,6,2.3,▲,6.0
27,2020-02-09,91.7,11,-0.2,▼,5.0
28,2020-02-10,96.2,7,4.5,▲,6.0
29,2020-02-11,96.1,6,-0.1,▼,5.0
30,2020-02-12,94.0,3,-2.1,▼,4.0
31,2020-02-13,92.5,15,-1.5,▼,3.0
32,2020-02-14,92.4,12,-0.1,▼,2.0
33,2020-02-15,89.4,15,-3.0,▼,1.0
34,2020-02-16,89.8,6,0.4,▲,2.0
35,2020-02-17,89.6,9,-0.2,▼,1.0
36,2020-02-18,89.1,8,-0.5,▼,0.0
37,2020-02-19,90.1,6,1.0,▲,1.0
38,2020-02-20,89.1,3,-1.0,▼,0.0
39,2020-02-21,87.8,5,-1.3,▼,-1.0
40,2020-02-22,89.2,5,1.4,▲,0.0
41,2020-02-23,90.5,4,1.3,▲,1.0
42,2020-02-24,89.2,11,-1.3,▼,0.0
43,2020-02-25,90.7,6,1.5,▲,1.0
44,2020-02-26,92.1,3,1.4,▲,2.0
45,2020-02-27,91.0,1,-1.1,▼,1.0
46,2020-02-28,91.2,4,0.2,▲,2.0
47,2020-02-29,91.5,8,0.3,▲,3.0
48,2020-03-01,92.3,7,0.8,▲,4.0
49,2020-03-02,93.2,2,0.9,▲,5.0
50,2020-03-03,95.0,3,1.8,▲,6.0
51,2020-03-04,96.4,5,1.4,▲,7.0
52,2020-03-05,98.5,4,2.1,▲,8.0
53,2020-03-06,97.2,7,-1.3,▼,7.0
54,2020-03-07,96.8,13,-0.4,▼,6.0
55,2020-03-08,95.7,13,-1.1,▼,5.0
56,2020-03-09,95.1,3,-0.6,▼,4.0
57,2020-03-10,94.9,6,-0.2,▼,3.0
58,2020-03-11,96.4,4,1.5,▲,4.0
59,2020-03-12,96.0,13,-0.4,▼,3.0
60,2020-03-13,94.4,7,-1.6,▼,2.0
61,2020-03-14,93.1,11,-1.3,▼,1.0
62,2020-03-15,93.3,11,0.2,▲,2.0
63,2020-03-16,93.3,7,0.0,-,2.0
64,2020-03-17,92.7,6,-0.6,▼,1.0
65,2020-03-18,94.8,13,2.1,▲,2.0
66,2020-03-19,96.6,5,1.8,▲,3.0
67,2020-03-20,96.6,4,0.0,-,3.0
68,2020-03-21,96.6,6,0.0,-,3.0
69,2020-03-22,95.8,5,-0.8,▼,2.0
70,2020-03-23,95.8,7,0.0,-,2.0
71,2020-03-24,95.3,6,-0.5,▼,1.0
72,2020-03-25,94.4,7,-0.9,▼,0.0
73,2020-03-26,94.8,4,0.4,▲,1.0
74,2020-03-27,95.0,3,0.2,▲,2.0
75,2020-03-28,94.0,9,-1.0,▼,1.0
76,2020-03-29,93.2,15,-0.8,▼,0.0
77,2020-03-30,92.1,5,-1.1,▼,-1.0
78,2020-03-31,91.5,16,-0.6,▼,-2.0
79,2020-04-01,93.1,11,1.6,▲,-1.0
80,2020-04-02,94.1,9,1.0,▲,0.0
81,2020-04-03,95.1,12,1.0,▲,1.0
82,2020-04-04,96.1,15,1.0,▲,2.0
83,2020-04-05,96.5,14,0.4,▲,3.0
84,2020-04-06,96.6,9,0.1,▲,4.0
85,2020-04-07,97.1,5,0.5,▲,5.0
86,2020-04-08,96.2,11,-0.9,▼,4.0
87,2020-04-09,95.8,9,-0.4,▼,3.0
88,2020-04-10,96.6,16,0.8,▲,4.0
89,2020-04-11,96.6,6,0.0,-,4.0
