,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,106.1,53,0.0,-,0.0
1,2020-01-14,110.1,58,4.0,▲,1.0
2,2020-01-15,112.2,52,2.1,▲,2.0
3,2020-01-16,113.0,55,0.8,▲,3.0
4,2020-01-17,114.6,66,1.6,▲,4.0
5,2020-01-18,115.1,62,0.5,▲,5.0
6,2020-01-19,115.1,71,0.0,-,5.0
7,2020-01-20,116.5,68,1.4,▲,6.0
8,2020-01-21,118.5,50,2.0,▲,7.0
9,2020-01-22,119.5,77,1.0,▲,8.0
10,2020-01-23,119.5,52,0.0,-,8.0
11,2020-01-24,120.0,70,0.5,▲,9.0
12,2020-01-25,120.0,68,0.0,-,9.0
13,2020-01-26,119.8,59,-0.2,▼,8.0
14,2020-01-27,120.3,49,0.5,▲,9.0
15,2020-01-28,121.3,58,1.0,▲,10.0
16,2020-01-29,122.3,56,1.0,▲,11.0
17,2020-01-30,124.1,33,1.8,▲,12.0
18,2020-01-31,126.1,60,2.0,▲,13.0
19,2020-02-01,127.1,70,1.0,▲,14.0
20,2020-02-02,127.1,81,0.0,-,14.0
21,2020-02-03,126.1,54,-1.0,▼,13.0
22,2020-02-04,126.2,85,0.1,▲,14.0
23,2020-02-05,126.3,66,0.1,▲,15.0
24,2020-02-06,126.2,68,-0.1,▼,14.0
25,2020-02-07,126.2,76,0.0,-,14.0
26,2020-02-08,126.7,92,0.5,▲,15.0
27,2020-02-09,126.8,84,0.1,▲,16.0
28,2020-02-10,126.3,56,-0.5,▼,15.0
29,2020-02-11,125.9,74,-0.4,▼,14.0
30,2020-02-12,127.4,85,1.5,▲,15.0
31,2020-02-13,128.4,71,1.0,▲,16.0
32,2020-02-14,126.9,88,-1.5,▼,15.0
33,2020-02-15,125.2,115,-1.7,▼,14.0
34,2020-02-16,124.1,110,-1.1,▼,13.0
35,2020-02-17,122.1,93,-2.0,▼,12.0
36,2020-02-18,121.9,73,-0.2,▼,11.0
37,2020-02-19,122.9,51,1.0,▲,12.0
38,2020-02-20,124.8,71,1.9,▲,13.0
39,2020-02-21,126.9,57,2.1,▲,14.0
40,2020-02-22,128.7,39,1.8,▲,15.0
41,2020-02-23,128.9,116,0.2,▲,16.0
42,2020-02-24,129.4,67,0.5,▲,17.0
43,2020-02-25,130.3,61,0.9,▲,18.0
44,2020-02-26,130.3,48,0.0,-,18.0
45,2020-02-27,130.5,62,0.2,▲,19.0
46,2020-02-28,130.8,82,0.3,▲,20.0
47,2020-02-29,130.3,65,-0.5,▼,19.0
48,2020-03-01,129.4,79,-0.9,▼,18.0
49,2020-03-02,130.7,50,1.3,▲,19.0
50,2020-03-03,132.5,60,1.8,▲,20.0
51,2020-03-04,134.2,61,1.7,▲,21.0
52,2020-03-05,136.2,98,2.0,▲,22.0
53,2020-03-06,138.5,90,2.3,▲,23.0
54,2020-03-07,138.7,104,0.2,▲,24.0
55,2020-03-08,138.3,79,-0.4,▼,23.0
56,2020-03-09,138.2,67,-0.1,▼,22.0
57,2020-03-10,138.5,90,0.3,▲,23.0
58,2020-03-11,138.6,76,0.1,▲,24.0
59,2020-03-12,139.1,77,0.5,▲,25.0
60,2020-03-13,139.6,104,0.5,▲,26.0
61,2020-03-14,139.6,95,0.0,-,26.0
62,2020-03-15,139.0,87,-0.6,▼,25.0
63,2020-03-16,138.9,91,-0.1,▼,24.0
64,2020-03-17,138.2,113,-0.7,▼,23.0
65,2020-03-18,138.3,69,0.1,▲,24.0
66,2020-03-19,138.4,92,0.1,▲,25.0
67,2020-03-20,139.1,101,0.7,▲,26.0
68,2020-03-21,138.7,103,-0.4,▼,25.0
69,2020-03-22,138.8,121,0.1,▲,26.0
70,2020-03-23,137.8,80,-1.0,▼,25.0
71,2020-03-24,137.7,94,-0.1,▼,24.0
72,2020-03-25,137.8,74,0.1,▲,25.0
73,2020-03-26,137.8,99,0.0,-,25.0
74,2020-03-27,138.6,115,0.8,▲,26.0
75,2020-03-28,138.9,119,0.3,▲,27.0
76,2020-03-29,138.0,76,-0.9,▼,26.0
77,2020-03-30,137.9,77,-0.1,▼,25.0
78,2020-03-31,137.8,76,-0.1,▼,24.0
79,2020-04-01,136.6,120,-1.2,▼,23.0
80,2020-04-02,137.2,122,0.6,▲,24.0
81,2020-04-03,137.6,110,0.4,▲,25.0
82,2020-04-04,137.1,137,-0.5,▼,24.0
83,2020-04-05,136.4,114,-0.7,▼,23.0
84,2020-04-06,137.4,131,1.0,▲,24.0
85,2020-04-07,137.3,114,-0.1,▼,23.0
86,2020-04-08,137.9,120,0.6,▲,24.0
87,2020-04-09,138.4,93,0.5,▲,25.0
88,2020-04-10,139.3,95,0.9,▲,26.0
