,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,11.1,17,0.0,-,0.0
1,2020-01-14,11.5,21,0.4,▲,1.0
2,2020-01-15,11.7,22,0.2,▲,2.0
3,2020-01-16,11.5,27,-0.2,▼,1.0
4,2020-01-17,10.2,28,-1.3,▼,0.0
5,2020-01-18,9.9,50,-0.3,▼,-1.0
6,2020-01-19,10.0,41,0.1,▲,0.0
7,2020-01-20,10.2,22,0.2,▲,1.0
8,2020-01-21,10.5,15,0.3,▲,2.0
9,2020-01-22,10.1,14,-0.4,▼,1.0
10,2020-01-23,9.9,13,-0.2,▼,0.0
11,2020-01-24,10.0,18,0.1,▲,1.0
12,2020-01-25,9.9,13,-0.1,▼,0.0
13,2020-01-26,10.0,13,0.1,▲,1.0
14,2020-01-27,10.2,15,0.2,▲,2.0
15,2020-01-28,10.8,30,0.6,▲,3.0
16,2020-01-29,11.5,30,0.7,▲,4.0
17,2020-01-30,11.5,12,0.0,-,4.0
18,2020-01-31,11.4,37,-0.1,▼,3.0
19,2020-02-01,11.4,34,0.0,-,3.0
20,2020-02-02,11.2,38,-0.2,▼,2.0
21,2020-02-03,10.1,22,-1.1,▼,1.0
22,2020-02-04,11.7,29,1.6,▲,2.0
23,2020-02-05,11.8,12,0.1,▲,3.0
24,2020-02-06,11.8,22,0.0,-,3.0
25,2020-02-07,12.6,28,0.8,▲,4.0
26,2020-02-08,12.6,20,0.0,-,4.0
27,2020-02-09,11.0,20,-1.6,▼,3.0
28,2020-02-10,11.3,25,0.3,▲,4.0
29,2020-02-11,12.8,19,1.5,▲,5.0
30,2020-02-12,11.9,33,-0.9,▼,4.0
31,2020-02-13,11.9,36,0.0,-,4.0
32,2020-02-14,12.5,105,0.6,▲,5.0
33,2020-02-15,13.0,116,0.5,▲,6.0
34,2020-02-16,12.3,74,-0.7,▼,5.0
35,2020-02-17,13.0,24,0.7,▲,6.0
36,2020-02-18,12.9,8,-0.1,▼,5.0
37,2020-02-19,12.9,17,0.0,-,5.0
38,2020-02-20,12.2,24,-0.7,▼,4.0
39,2020-02-21,11.7,16,-0.5,▼,3.0
40,2020-02-22,11.2,39,-0.5,▼,2.0
41,2020-02-23,11.8,33,0.6,▲,3.0
42,2020-02-24,11.6,20,-0.2,▼,2.0
43,2020-02-25,11.6,19,0.0,-,2.0
44,2020-02-26,12.7,25,1.1,▲,3.0
45,2020-02-27,12.8,27,0.1,▲,4.0
46,2020-02-28,12.8,42,0.0,-,4.0
47,2020-02-29,12.8,42,0.0,-,4.0
48,2020-03-01,13.0,44,0.2,▲,5.0
49,2020-03-02,12.1,10,-0.9,▼,4.0
50,2020-03-03,12.2,19,0.1,▲,5.0
51,2020-03-04,12.0,17,-0.2,▼,4.0
52,2020-03-05,11.8,10,-0.2,▼,3.0
53,2020-03-06,11.9,27,0.1,▲,4.0
54,2020-03-07,12.0,40,0.1,▲,5.0
55,2020-03-08,11.6,27,-0.4,▼,4.0
56,2020-03-09,11.3,15,-0.3,▼,3.0
57,2020-03-10,11.2,21,-0.1,▼,2.0
58,2020-03-11,10.9,32,-0.3,▼,1.0
59,2020-03-12,10.4,31,-0.5,▼,0.0
60,2020-03-13,10.6,35,0.2,▲,1.0
61,2020-03-14,10.5,57,-0.1,▼,0.0
62,2020-03-15,10.6,19,0.1,▲,1.0
63,2020-03-16,10.4,20,-0.2,▼,0.0
64,2020-03-17,10.2,35,-0.2,▼,-1.0
65,2020-03-18,10.6,30,0.4,▲,0.0
66,2020-03-19,11.4,43,0.8,▲,1.0
67,2020-03-20,11.6,36,0.2,▲,2.0
68,2020-03-21,11.7,30,0.1,▲,3.0
69,2020-03-22,12.3,43,0.6,▲,4.0
70,2020-03-23,11.9,27,-0.4,▼,3.0
71,2020-03-24,11.7,25,-0.2,▼,2.0
72,2020-03-25,11.7,23,0.0,-,2.0
73,2020-03-26,12.0,29,0.3,▲,3.0
74,2020-03-27,12.8,88,0.8,▲,4.0
75,2020-03-28,14.0,63,1.2,▲,5.0
76,2020-03-29,13.6,47,-0.4,▼,4.0
77,2020-03-30,13.6,25,0.0,-,4.0
78,2020-03-31,13.5,34,-0.1,▼,3.0
79,2020-04-01,12.2,28,-1.3,▼,2.0
80,2020-04-02,10.7,34,-1.5,▼,1.0
81,2020-04-03,12.4,54,1.7,▲,2.0
82,2020-04-04,12.6,52,0.2,▲,3.0
83,2020-04-05,11.8,35,-0.8,▼,2.0
84,2020-04-06,11.5,32,-0.3,▼,1.0
85,2020-04-07,13.2,40,1.7,▲,2.0
86,2020-04-08,11.3,34,-1.9,▼,1.0
87,2020-04-09,10.5,34,-0.8,▼,0.0
88,2020-04-10,11.5,64,1.0,▲,1.0
