,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,48.7,7,0.0,-,0.0
1,2020-01-14,50.2,9,1.5,▲,1.0
2,2020-01-15,49.5,7,-0.7,▼,0.0
3,2020-01-16,49.1,5,-0.4,▼,-1.0
4,2020-01-17,48.6,9,-0.5,▼,-2.0
5,2020-01-18,49.5,4,0.9,▲,-1.0
6,2020-01-19,48.9,8,-0.6,▼,-2.0
7,2020-01-20,47.7,16,-1.2,▼,-3.0
8,2020-01-21,48.7,7,1.0,▲,-2.0
9,2020-01-22,49.1,7,0.4,▲,-1.0
10,2020-01-23,49.7,10,0.6,▲,0.0
11,2020-01-24,49.9,8,0.2,▲,1.0
12,2020-01-25,52.3,7,2.4,▲,2.0
13,2020-01-26,52.7,11,0.4,▲,3.0
14,2020-01-27,54.3,9,1.6,▲,4.0
15,2020-01-28,55.1,5,0.8,▲,5.0
16,2020-01-29,56.1,10,1.0,▲,6.0
17,2020-01-30,56.2,6,0.1,▲,7.0
18,2020-01-31,56.3,8,0.1,▲,8.0
19,2020-02-01,55.3,8,-1.0,▼,7.0
20,2020-02-02,54.8,6,-0.5,▼,6.0
21,2020-02-03,53.8,8,-1.0,▼,5.0
22,2020-02-04,53.1,13,-0.7,▼,4.0
23,2020-02-05,54.0,5,0.9,▲,5.0
24,2020-02-06,54.5,6,0.5,▲,6.0
25,2020-02-07,55.2,9,0.7,▲,7.0
26,2020-02-08,54.7,10,-0.5,▼,6.0
27,2020-02-09,54.9,7,0.2,▲,7.0
28,2020-02-10,53.8,4,-1.1,▼,6.0
29,2020-02-11,52.8,8,-1.0,▼,5.0
30,2020-02-12,53.3,3,0.5,▲,6.0
31,2020-02-13,54.3,9,1.0,▲,7.0
32,2020-02-14,55.3,58,1.0,▲,8.0
33,2020-02-15,54.4,11,-0.9,▼,7.0
34,2020-02-16,54.3,7,-0.1,▼,6.0
35,2020-02-17,54.2,4,-0.1,▼,5.0
36,2020-02-18,53.2,17,-1.0,▼,4.0
37,2020-02-19,51.7,12,-1.5,▼,3.0
38,2020-02-20,51.3,5,-0.4,▼,2.0
39,2020-02-21,52.8,15,1.5,▲,3.0
40,2020-02-22,50.9,15,-1.9,▼,2.0
41,2020-02-23,52.7,8,1.8,▲,3.0
42,2020-02-24,53.2,10,0.5,▲,4.0
43,2020-02-25,54.7,8,1.5,▲,5.0
44,2020-02-26,54.3,9,-0.4,▼,4.0
45,2020-02-27,53.8,5,-0.5,▼,3.0
46,2020-02-28,53.0,11,-0.8,▼,2.0
47,2020-02-29,53.9,5,0.9,▲,3.0
48,2020-03-01,53.9,8,0.0,-,3.0
49,2020-03-02,54.2,3,0.3,▲,4.0
50,2020-03-03,55.2,9,1.0,▲,5.0
51,2020-03-04,55.7,4,0.5,▲,6.0
52,2020-03-05,54.3,8,-1.4,▼,5.0
53,2020-03-06,54.1,10,-0.2,▼,4.0
54,2020-03-07,54.3,10,0.2,▲,5.0
55,2020-03-08,54.7,12,0.4,▲,6.0
56,2020-03-09,55.1,8,0.4,▲,7.0
57,2020-03-10,55.6,25,0.5,▲,8.0
58,2020-03-11,55.8,5,0.2,▲,9.0
59,2020-03-12,54.2,10,-1.6,▼,8.0
60,2020-03-13,55.2,11,1.0,▲,9.0
61,2020-03-14,53.3,11,-1.9,▼,8.0
62,2020-03-15,54.3,9,1.0,▲,9.0
63,2020-03-16,52.3,4,-2.0,▼,8.0
64,2020-03-17,53.3,11,1.0,▲,9.0
65,2020-03-18,52.4,17,-0.9,▼,8.0
66,2020-03-19,54.2,7,1.8,▲,9.0
67,2020-03-20,54.4,10,0.2,▲,10.0
68,2020-03-21,55.9,16,1.5,▲,11.0
69,2020-03-22,56.5,9,0.6,▲,12.0
70,2020-03-23,55.0,9,-1.5,▼,11.0
71,2020-03-24,52.7,7,-2.3,▼,10.0
72,2020-03-25,52.0,9,-0.7,▼,9.0
73,2020-03-26,52.4,10,0.4,▲,10.0
74,2020-03-27,52.4,11,0.0,-,10.0
75,2020-03-28,53.7,14,1.3,▲,11.0
76,2020-03-29,56.1,12,2.4,▲,12.0
77,2020-03-30,54.6,9,-1.5,▼,11.0
78,2020-03-31,53.2,16,-1.4,▼,10.0
79,2020-04-01,52.7,23,-0.5,▼,9.0
80,2020-04-02,53.4,13,0.7,▲,10.0
81,2020-04-03,53.0,10,-0.4,▼,9.0
82,2020-04-04,55.3,16,2.3,▲,10.0
83,2020-04-05,56.8,11,1.5,▲,11.0
84,2020-04-06,57.7,10,0.9,▲,12.0
85,2020-04-07,56.7,7,-1.0,▼,11.0
86,2020-04-08,56.7,7,0.0,-,11.0
87,2020-04-09,56.7,6,0.0,-,11.0
88,2020-04-10,57.5,26,0.8,▲,12.0
