,datetime,avg_price
0,2019-12-24,39.0
1,2019-12-25,39.0
2,2019-12-26,38.5
3,2019-12-27,39.0
4,2019-12-28,39.5
5,2019-12-29,37.0
6,2019-12-30,38.5
7,2019-12-31,39.0
8,2020-01-01,40.0
9,2020-01-02,39.0
10,2020-01-03,39.5
11,2020-01-04,38.5
12,2020-01-05,40.0
13,2020-01-06,39.0
14,2020-01-07,40.0
15,2020-01-08,39.5
16,2020-01-09,40.0
17,2020-01-10,39.5
18,2020-01-11,39.0
19,2020-01-12,39.0
20,2020-01-13,40.0
21,2020-01-14,38.5
22,2020-01-15,39.0
23,2020-01-16,40.0
24,2020-01-17,39.0
25,2020-01-18,39.0
26,2020-01-19,40.0
27,2020-01-20,39.0
28,2020-01-21,39.0
29,2020-01-22,42.0
30,2020-01-23,40.5
31,2020-01-24,39.0
32,2020-01-25,39.0
33,2020-01-26,38.5
34,2020-01-27,40.0
35,2020-01-28,40.0
36,2020-01-29,39.0
37,2020-01-30,39.0
38,2020-01-31,39.0
39,2020-02-01,39.0
40,2020-02-02,39.0
41,2020-02-03,38.5
42,2020-02-04,39.0
43,2020-02-05,38.5
44,2020-02-06,39.0
45,2020-02-07,37.5
46,2020-02-08,39.0
47,2020-02-09,39.5
48,2020-02-10,40.0
49,2020-02-11,40.0
50,2020-02-12,40.5
51,2020-02-13,39.0
52,2020-02-14,40.0
53,2020-02-15,40.0
54,2020-02-16,42.5
55,2020-02-17,42.5
56,2020-02-18,42.5
57,2020-02-19,45.0
58,2020-02-20,42.5
59,2020-02-21,42.5
60,2020-02-22,41.5
61,2020-02-23,40.0
62,2020-02-24,40.0
63,2020-02-25,42.5
64,2020-02-26,44.0
65,2020-02-27,42.5
66,2020-02-28,45.0
67,2020-02-29,40.0
68,2020-03-01,40.0
69,2020-03-02,40.0
70,2020-03-03,40.0
71,2020-03-04,40.0
72,2020-03-05,40.0
73,2020-03-06,40.0
74,2020-03-07,40.0
75,2020-03-08,39.5
76,2020-03-09,40.0
77,2020-03-10,38.5
78,2020-03-11,40.0
79,2020-03-12,38.5
80,2020-03-13,38.5
81,2020-03-14,37.5
82,2020-03-15,35.5
83,2020-03-16,39.5
84,2020-03-17,38.5
85,2020-03-18,39.0
86,2020-03-19,38.5
87,2020-03-20,37.5
88,2020-03-21,37.5
