,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,58.3,7,0.0,-,0.0
1,2020-01-14,58.7,11,0.4,▲,1.0
2,2020-01-15,58.7,9,0.0,-,1.0
3,2020-01-16,59.2,10,0.5,▲,2.0
4,2020-01-17,59.1,11,-0.1,▼,1.0
5,2020-01-18,59.5,26,0.4,▲,2.0
6,2020-01-19,60.7,15,1.2,▲,3.0
7,2020-01-20,61.7,12,1.0,▲,4.0
8,2020-01-21,61.7,18,0.0,-,4.0
9,2020-01-22,62.3,15,0.6,▲,5.0
10,2020-01-23,62.9,10,0.6,▲,6.0
11,2020-01-24,60.4,14,-2.5,▼,5.0
12,2020-01-25,60.4,18,0.0,-,5.0
13,2020-01-26,60.4,10,0.0,-,5.0
14,2020-01-27,61.3,12,0.9,▲,6.0
15,2020-01-28,60.8,11,-0.5,▼,5.0
16,2020-01-29,63.3,23,2.5,▲,6.0
17,2020-01-30,64.4,16,1.1,▲,7.0
18,2020-01-31,65.9,9,1.5,▲,8.0
19,2020-02-01,65.5,13,-0.4,▼,7.0
20,2020-02-02,67.4,12,1.9,▲,8.0
21,2020-02-03,68.9,17,1.5,▲,9.0
22,2020-02-04,69.3,9,0.4,▲,10.0
23,2020-02-05,68.8,5,-0.5,▼,9.0
24,2020-02-06,69.2,13,0.4,▲,10.0
25,2020-02-07,68.2,6,-1.0,▼,9.0
26,2020-02-08,67.8,8,-0.4,▼,8.0
27,2020-02-09,67.4,10,-0.4,▼,7.0
28,2020-02-10,66.8,4,-0.6,▼,6.0
29,2020-02-11,65.2,13,-1.6,▼,5.0
30,2020-02-12,66.2,5,1.0,▲,6.0
31,2020-02-13,66.0,11,-0.2,▼,5.0
32,2020-02-14,65.5,13,-0.5,▼,4.0
33,2020-02-15,66.3,25,0.8,▲,5.0
34,2020-02-16,68.0,8,1.7,▲,6.0
35,2020-02-17,67.6,6,-0.4,▼,5.0
36,2020-02-18,66.7,13,-0.9,▼,4.0
37,2020-02-19,66.6,9,-0.1,▼,3.0
38,2020-02-20,67.9,10,1.3,▲,4.0
39,2020-02-21,67.9,13,0.0,-,4.0
40,2020-02-22,67.4,9,-0.5,▼,3.0
41,2020-02-23,68.4,14,1.0,▲,4.0
42,2020-02-24,69.0,10,0.6,▲,5.0
43,2020-02-25,68.9,5,-0.1,▼,4.0
44,2020-02-26,68.9,7,0.0,-,4.0
45,2020-02-27,69.8,7,0.9,▲,5.0
46,2020-02-28,69.8,13,0.0,-,5.0
47,2020-02-29,69.6,12,-0.2,▼,4.0
48,2020-03-01,70.2,16,0.6,▲,5.0
49,2020-03-02,72.3,3,2.1,▲,6.0
50,2020-03-03,74.8,7,2.5,▲,7.0
51,2020-03-04,75.3,10,0.5,▲,8.0
52,2020-03-05,76.9,9,1.6,▲,9.0
53,2020-03-06,76.9,14,0.0,-,9.0
54,2020-03-07,76.2,14,-0.7,▼,8.0
55,2020-03-08,74.3,13,-1.9,▼,7.0
56,2020-03-09,75.6,12,1.3,▲,8.0
57,2020-03-10,74.8,15,-0.8,▼,7.0
58,2020-03-11,75.3,15,0.5,▲,8.0
59,2020-03-12,75.8,14,0.5,▲,9.0
60,2020-03-13,76.8,10,1.0,▲,10.0
61,2020-03-14,76.8,9,0.0,-,10.0
62,2020-03-15,77.6,16,0.8,▲,11.0
63,2020-03-16,77.9,10,0.3,▲,12.0
64,2020-03-17,77.0,20,-0.9,▼,11.0
65,2020-03-18,77.5,14,0.5,▲,12.0
66,2020-03-19,75.2,8,-2.3,▼,11.0
67,2020-03-20,75.3,18,0.1,▲,12.0
68,2020-03-21,74.9,19,-0.4,▼,11.0
69,2020-03-22,73.6,18,-1.3,▼,10.0
70,2020-03-23,70.6,14,-3.0,▼,9.0
71,2020-03-24,72.9,12,2.3,▲,10.0
72,2020-03-25,69.4,4,-3.5,▼,9.0
73,2020-03-26,68.5,12,-0.9,▼,8.0
74,2020-03-27,69.2,10,0.7,▲,9.0
75,2020-03-28,69.7,15,0.5,▲,10.0
76,2020-03-29,67.8,10,-1.9,▼,9.0
77,2020-03-30,71.2,12,3.4,▲,10.0
78,2020-03-31,71.0,10,-0.2,▼,9.0
79,2020-04-01,71.6,10,0.6,▲,10.0
80,2020-04-02,72.0,17,0.4,▲,11.0
81,2020-04-03,73.4,16,1.4,▲,12.0
82,2020-04-04,71.9,25,-1.5,▼,11.0
83,2020-04-05,70.0,26,-1.9,▼,10.0
84,2020-04-06,68.4,15,-1.6,▼,9.0
85,2020-04-07,68.5,10,0.1,▲,10.0
86,2020-04-08,67.1,10,-1.4,▼,9.0
87,2020-04-09,67.2,10,0.1,▲,10.0
88,2020-04-10,69.3,22,2.1,▲,11.0
89,2020-04-11,70.4,12,1.1,▲,12.0
90,2020-04-12,70.3,12,-0.1,▼,11.0
91,2020-04-13,70.4,14,0.1,▲,12.0
92,2020-04-14,70.3,16,-0.1,▼,11.0
93,2020-04-15,69.8,14,-0.5,▼,10.0
94,2020-04-16,70.8,17,1.0,▲,11.0
95,2020-04-17,71.5,10,0.7,▲,12.0
