,datetime,avg_price
0,2019-12-24,65.0
1,2019-12-25,67.5
2,2019-12-26,70.0
3,2019-12-27,65.0
4,2019-12-28,67.5
5,2019-12-29,69.0
6,2019-12-30,69.0
7,2019-12-31,70.0
8,2020-01-01,70.0
9,2020-01-02,70.0
10,2020-01-03,70.0
11,2020-01-04,70.0
12,2020-01-05,70.0
13,2020-01-06,70.0
14,2020-01-07,72.5
15,2020-01-08,70.0
16,2020-01-09,72.5
17,2020-01-10,72.5
18,2020-01-11,77.0
19,2020-01-12,74.5
20,2020-01-13,77.5
21,2020-01-14,80.0
22,2020-01-15,80.0
23,2020-01-16,82.0
24,2020-01-17,77.5
25,2020-01-18,79.5
26,2020-01-19,76.5
27,2020-01-20,82.5
28,2020-01-21,79.5
29,2020-01-22,84.5
30,2020-01-23,87.0
31,2020-01-24,87.5
32,2020-01-25,79.5
33,2020-01-26,80.0
34,2020-01-27,82.5
35,2020-01-28,89.0
36,2020-01-29,89.5
37,2020-01-30,90.0
38,2020-01-31,89.5
39,2020-02-01,82.5
40,2020-02-02,87.5
41,2020-02-03,90.0
42,2020-02-04,91.5
43,2020-02-05,89.0
44,2020-02-06,85.0
45,2020-02-07,75.5
46,2020-02-08,78.5
47,2020-02-09,77.0
48,2020-02-10,80.0
49,2020-02-11,80.0
50,2020-02-12,80.0
51,2020-02-13,80.0
52,2020-02-14,77.5
53,2020-02-15,68.0
54,2020-02-16,70.0
55,2020-02-17,77.5
56,2020-02-18,80.0
57,2020-02-19,82.5
58,2020-02-20,82.5
59,2020-02-21,82.5
60,2020-02-22,77.5
61,2020-02-23,80.0
62,2020-02-24,82.5
63,2020-02-25,82.5
64,2020-02-26,84.5
65,2020-02-27,82.5
66,2020-02-28,78.0
67,2020-02-29,80.0
68,2020-03-01,84.0
69,2020-03-02,89.5
70,2020-03-03,87.5
71,2020-03-04,90.0
72,2020-03-05,90.0
73,2020-03-06,90.0
74,2020-03-07,86.5
75,2020-03-08,86.5
76,2020-03-09,90.0
77,2020-03-10,90.0
78,2020-03-11,89.0
79,2020-03-12,90.0
80,2020-03-13,90.0
81,2020-03-14,87.5
82,2020-03-15,89.5
83,2020-03-16,87.5
84,2020-03-17,87.0
85,2020-03-18,88.5
86,2020-03-19,87.5
87,2020-03-20,86.5
88,2020-03-21,87.5
