,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,48.3,61,0.0,-,0.0
1,2020-01-14,48.3,75,0.0,-,0.0
2,2020-01-15,48.2,49,-0.1,▼,-1.0
3,2020-01-16,48.0,46,-0.2,▼,-2.0
4,2020-01-17,47.7,79,-0.3,▼,-3.0
5,2020-01-18,47.8,64,0.1,▲,-2.0
6,2020-01-19,47.7,61,-0.1,▼,-3.0
7,2020-01-20,48.0,76,0.3,▲,-2.0
8,2020-01-21,48.3,33,0.3,▲,-1.0
9,2020-01-22,49.3,65,1.0,▲,0.0
10,2020-01-23,49.4,44,0.1,▲,1.0
11,2020-01-24,49.3,63,-0.1,▼,0.0
12,2020-01-25,49.3,75,0.0,-,0.0
13,2020-01-26,49.4,62,0.1,▲,1.0
14,2020-01-27,48.7,52,-0.7,▼,0.0
15,2020-01-28,48.3,82,-0.4,▼,-1.0
16,2020-01-29,48.7,70,0.4,▲,0.0
17,2020-01-30,48.7,87,0.0,-,0.0
18,2020-01-31,48.6,80,-0.1,▼,-1.0
19,2020-02-01,48.2,104,-0.4,▼,-2.0
20,2020-02-02,47.7,119,-0.5,▼,-3.0
21,2020-02-03,47.7,89,0.0,-,-3.0
22,2020-02-04,47.4,53,-0.3,▼,-4.0
23,2020-02-05,47.6,81,0.2,▲,-3.0
24,2020-02-06,48.7,65,1.1,▲,-2.0
25,2020-02-07,49.7,44,1.0,▲,-1.0
26,2020-02-08,49.6,60,-0.1,▼,-2.0
27,2020-02-09,49.9,113,0.3,▲,-1.0
28,2020-02-10,49.8,106,-0.1,▼,-2.0
29,2020-02-11,49.9,72,0.1,▲,-1.0
30,2020-02-12,49.9,80,0.0,-,-1.0
31,2020-02-13,49.8,56,-0.1,▼,-2.0
32,2020-02-14,49.8,121,0.0,-,-2.0
33,2020-02-15,49.6,93,-0.2,▼,-3.0
34,2020-02-16,49.5,108,-0.1,▼,-4.0
35,2020-02-17,49.5,93,0.0,-,-4.0
36,2020-02-18,49.7,59,0.2,▲,-3.0
37,2020-02-19,49.7,71,0.0,-,-3.0
38,2020-02-20,50.0,92,0.3,▲,-2.0
39,2020-02-21,50.0,82,0.0,-,-2.0
40,2020-02-22,50.1,57,0.1,▲,-1.0
41,2020-02-23,50.1,106,0.0,-,-1.0
42,2020-02-24,50.1,77,0.0,-,-1.0
43,2020-02-25,49.7,72,-0.4,▼,-2.0
44,2020-02-26,49.8,66,0.1,▲,-1.0
45,2020-02-27,49.5,72,-0.3,▼,-2.0
46,2020-02-28,49.5,117,0.0,-,-2.0
47,2020-02-29,49.2,52,-0.3,▼,-3.0
48,2020-03-01,49.0,92,-0.2,▼,-4.0
49,2020-03-02,48.8,43,-0.2,▼,-5.0
50,2020-03-03,49.0,66,0.2,▲,-4.0
51,2020-03-04,49.0,66,0.0,-,-4.0
52,2020-03-05,49.2,72,0.2,▲,-3.0
53,2020-03-06,49.8,69,0.6,▲,-2.0
54,2020-03-07,49.9,84,0.1,▲,-1.0
55,2020-03-08,49.6,85,-0.3,▼,-2.0
56,2020-03-09,49.6,67,0.0,-,-2.0
57,2020-03-10,49.7,98,0.1,▲,-1.0
58,2020-03-11,49.4,92,-0.3,▼,-2.0
59,2020-03-12,49.4,66,0.0,-,-2.0
60,2020-03-13,49.5,50,0.1,▲,-1.0
61,2020-03-14,49.4,135,-0.1,▼,-2.0
62,2020-03-15,48.9,92,-0.5,▼,-3.0
63,2020-03-16,48.7,99,-0.2,▼,-4.0
64,2020-03-17,47.7,121,-1.0,▼,-5.0
65,2020-03-18,47.6,67,-0.1,▼,-6.0
66,2020-03-19,47.2,104,-0.4,▼,-7.0
67,2020-03-20,47.2,80,0.0,-,-7.0
68,2020-03-21,46.1,112,-1.1,▼,-8.0
69,2020-03-22,46.8,84,0.7,▲,-7.0
70,2020-03-23,46.1,112,-0.7,▼,-8.0
71,2020-03-24,45.6,121,-0.5,▼,-9.0
72,2020-03-25,45.8,62,0.2,▲,-8.0
73,2020-03-26,47.2,141,1.4,▲,-7.0
74,2020-03-27,46.5,148,-0.7,▼,-8.0
75,2020-03-28,46.2,149,-0.3,▼,-9.0
76,2020-03-29,46.1,173,-0.1,▼,-10.0
77,2020-03-30,44.5,141,-1.6,▼,-11.0
78,2020-03-31,43.7,151,-0.8,▼,-12.0
79,2020-04-01,43.7,189,0.0,-,-12.0
80,2020-04-02,43.1,168,-0.6,▼,-13.0
81,2020-04-03,42.3,162,-0.8,▼,-14.0
82,2020-04-04,42.2,214,-0.1,▼,-15.0
83,2020-04-05,41.1,172,-1.1,▼,-16.0
84,2020-04-06,40.1,116,-1.0,▼,-17.0
85,2020-04-07,40.0,146,-0.1,▼,-18.0
86,2020-04-08,39.9,164,-0.1,▼,-19.0
87,2020-04-09,39.9,173,0.0,-,-19.0
88,2020-04-10,40.0,164,0.1,▲,-18.0
89,2020-04-11,40.0,122,0.0,-,-18.0
90,2020-04-12,40.0,144,0.0,-,-18.0
91,2020-04-13,40.1,166,0.1,▲,-17.0
92,2020-04-14,40.1,94,0.0,-,-17.0
93,2020-04-15,40.1,145,0.0,-,-17.0
94,2020-04-16,40.1,96,0.0,-,-17.0
95,2020-04-17,40.1,145,0.0,-,-17.0
96,2020-04-18,40.0,165,-0.1,▼,-18.0
97,2020-04-19,40.0,155,0.0,-,-18.0
98,2020-04-20,40.0,126,0.0,-,-18.0
99,2020-04-21,39.9,108,-0.1,▼,-19.0
100,2020-04-22,39.9,136,0.0,-,-19.0
101,2020-04-23,39.7,102,-0.2,▼,-20.0
102,2020-04-24,39.4,101,-0.3,▼,-21.0
103,2020-04-25,39.4,117,0.0,-,-21.0
