,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,47.0,10,0.0,-,0.0
1,2020-01-14,46.3,5,-0.7,▼,-1.0
2,2020-01-15,47.7,6,1.4,▲,0.0
3,2020-01-16,50.7,9,3.0,▲,1.0
4,2020-01-17,51.2,6,0.5,▲,2.0
5,2020-01-18,50.6,7,-0.6,▼,1.0
6,2020-01-19,50.8,8,0.2,▲,2.0
7,2020-01-20,50.7,6,-0.1,▼,1.0
8,2020-01-21,48.1,8,-2.6,▼,0.0
9,2020-01-22,48.6,7,0.5,▲,1.0
10,2020-01-23,48.6,8,0.0,-,1.0
11,2020-01-24,48.6,8,0.0,-,1.0
12,2020-01-25,48.3,8,-0.3,▼,0.0
13,2020-01-26,47.8,14,-0.5,▼,-1.0
14,2020-01-27,48.2,6,0.4,▲,0.0
15,2020-01-28,48.2,5,0.0,-,0.0
16,2020-01-29,48.0,8,-0.2,▼,-1.0
17,2020-01-30,48.0,8,0.0,-,-1.0
18,2020-01-31,48.6,12,0.6,▲,0.0
19,2020-02-01,47.7,13,-0.9,▼,-1.0
20,2020-02-02,47.6,8,-0.1,▼,-2.0
21,2020-02-03,47.7,4,0.1,▲,-1.0
22,2020-02-04,47.7,16,0.0,-,-1.0
23,2020-02-05,47.2,6,-0.5,▼,-2.0
24,2020-02-06,47.6,8,0.4,▲,-1.0
25,2020-02-07,47.3,4,-0.3,▼,-2.0
26,2020-02-08,44.7,12,-2.6,▼,-3.0
27,2020-02-09,43.7,11,-1.0,▼,-4.0
28,2020-02-10,44.0,8,0.3,▲,-3.0
29,2020-02-11,43.1,12,-0.9,▼,-4.0
30,2020-02-12,43.5,11,0.4,▲,-3.0
31,2020-02-13,45.7,5,2.2,▲,-2.0
32,2020-02-14,44.7,7,-1.0,▼,-3.0
33,2020-02-15,44.9,13,0.2,▲,-2.0
34,2020-02-16,45.4,13,0.5,▲,-1.0
35,2020-02-17,44.8,6,-0.6,▼,-2.0
36,2020-02-18,45.1,19,0.3,▲,-1.0
37,2020-02-19,46.7,6,1.6,▲,0.0
38,2020-02-20,46.7,8,0.0,-,0.0
39,2020-02-21,47.4,16,0.7,▲,1.0
40,2020-02-22,47.5,10,0.1,▲,2.0
41,2020-02-23,47.2,15,-0.3,▼,1.0
42,2020-02-24,50.1,11,2.9,▲,2.0
43,2020-02-25,49.0,16,-1.1,▼,1.0
44,2020-02-26,49.8,6,0.8,▲,2.0
45,2020-02-27,51.3,6,1.5,▲,3.0
46,2020-02-28,51.6,4,0.3,▲,4.0
47,2020-02-29,49.4,6,-2.2,▼,3.0
48,2020-03-01,50.8,7,1.4,▲,4.0
49,2020-03-02,49.3,7,-1.5,▼,3.0
50,2020-03-03,48.4,5,-0.9,▼,2.0
51,2020-03-04,49.1,10,0.7,▲,3.0
52,2020-03-05,48.8,4,-0.3,▼,2.0
53,2020-03-06,48.0,45,-0.8,▼,1.0
54,2020-03-07,47.8,26,-0.2,▼,0.0
55,2020-03-08,47.9,11,0.1,▲,1.0
56,2020-03-09,47.4,11,-0.5,▼,0.0
57,2020-03-10,47.9,15,0.5,▲,1.0
58,2020-03-11,48.4,2,0.5,▲,2.0
59,2020-03-12,49.1,7,0.7,▲,3.0
60,2020-03-13,48.4,8,-0.7,▼,2.0
61,2020-03-14,46.9,13,-1.5,▼,1.0
62,2020-03-15,47.1,15,0.2,▲,2.0
63,2020-03-16,47.6,9,0.5,▲,3.0
64,2020-03-17,47.8,16,0.2,▲,4.0
65,2020-03-18,48.4,11,0.6,▲,5.0
66,2020-03-19,49.7,10,1.3,▲,6.0
67,2020-03-20,49.3,10,-0.4,▼,5.0
68,2020-03-21,49.3,14,0.0,-,5.0
69,2020-03-22,50.6,15,1.3,▲,6.0
70,2020-03-23,51.1,9,0.5,▲,7.0
71,2020-03-24,49.8,9,-1.3,▼,6.0
72,2020-03-25,49.0,7,-0.8,▼,5.0
73,2020-03-26,49.5,9,0.5,▲,6.0
74,2020-03-27,48.7,9,-0.8,▼,5.0
75,2020-03-28,48.2,20,-0.5,▼,4.0
76,2020-03-29,50.2,19,2.0,▲,5.0
77,2020-03-30,51.7,7,1.5,▲,6.0
78,2020-03-31,51.2,15,-0.5,▼,5.0
79,2020-04-01,51.0,17,-0.2,▼,4.0
80,2020-04-02,50.0,12,-1.0,▼,3.0
81,2020-04-03,49.5,11,-0.5,▼,2.0
82,2020-04-04,49.0,18,-0.5,▼,1.0
83,2020-04-05,49.0,13,0.0,-,1.0
84,2020-04-06,49.0,19,0.0,-,1.0
85,2020-04-07,50.5,17,1.5,▲,2.0
86,2020-04-08,51.0,16,0.5,▲,3.0
87,2020-04-09,51.0,15,0.0,-,3.0
88,2020-04-10,51.0,17,0.0,-,3.0
89,2020-04-11,50.8,10,-0.2,▼,2.0
90,2020-04-12,50.7,21,-0.1,▼,1.0
91,2020-04-13,50.6,19,-0.1,▼,0.0
92,2020-04-14,51.0,15,0.4,▲,1.0
93,2020-04-15,51.5,11,0.5,▲,2.0
94,2020-04-16,52.2,18,0.7,▲,3.0
95,2020-04-17,51.8,10,-0.4,▼,2.0
96,2020-04-18,51.9,14,0.1,▲,3.0
97,2020-04-19,50.3,11,-1.6,▼,2.0
98,2020-04-20,50.0,8,-0.3,▼,1.0
99,2020-04-21,48.9,14,-1.1,▼,0.0
100,2020-04-22,49.4,7,0.5,▲,1.0
101,2020-04-23,48.3,8,-1.1,▼,0.0
102,2020-04-24,49.8,12,1.5,▲,1.0
103,2020-04-25,49.1,16,-0.7,▼,0.0
