,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,81.6,13,0.0,-,0.0
1,2020-01-14,81.2,9,-0.4,▼,-1.0
2,2020-01-15,83.2,3,2.0,▲,0.0
3,2020-01-16,85.7,16,2.5,▲,1.0
4,2020-01-17,86.8,6,1.1,▲,2.0
5,2020-01-18,84.9,15,-1.9,▼,1.0
6,2020-01-19,84.4,11,-0.5,▼,0.0
7,2020-01-20,83.4,9,-1.0,▼,-1.0
8,2020-01-21,82.9,5,-0.5,▼,-2.0
9,2020-01-22,81.9,5,-1.0,▼,-3.0
10,2020-01-23,84.7,10,2.8,▲,-2.0
11,2020-01-24,85.7,4,1.0,▲,-1.0
12,2020-01-25,84.8,19,-0.9,▼,-2.0
13,2020-01-26,82.8,8,-2.0,▼,-3.0
14,2020-01-27,82.5,13,-0.3,▼,-4.0
15,2020-01-28,82.6,10,0.1,▲,-3.0
16,2020-01-29,83.4,8,0.8,▲,-2.0
17,2020-01-30,81.5,10,-1.9,▼,-3.0
18,2020-01-31,82.3,8,0.8,▲,-2.0
19,2020-02-01,83.4,15,1.1,▲,-1.0
20,2020-02-02,82.2,4,-1.2,▼,-2.0
21,2020-02-03,82.8,7,0.6,▲,-1.0
22,2020-02-04,87.0,12,4.2,▲,0.0
23,2020-02-05,88.0,9,1.0,▲,1.0
24,2020-02-06,88.0,7,0.0,-,1.0
25,2020-02-07,89.2,7,1.2,▲,2.0
26,2020-02-08,87.3,9,-1.9,▼,1.0
27,2020-02-09,86.0,14,-1.3,▼,0.0
28,2020-02-10,86.1,3,0.1,▲,1.0
29,2020-02-11,87.2,6,1.1,▲,2.0
30,2020-02-12,86.7,3,-0.5,▼,1.0
31,2020-02-13,85.4,10,-1.3,▼,0.0
32,2020-02-14,84.5,13,-0.9,▼,-1.0
33,2020-02-15,83.1,12,-1.4,▼,-2.0
34,2020-02-16,83.1,6,0.0,-,-2.0
35,2020-02-17,82.1,5,-1.0,▼,-3.0
36,2020-02-18,84.1,13,2.0,▲,-2.0
37,2020-02-19,82.5,9,-1.6,▼,-3.0
38,2020-02-20,84.4,7,1.9,▲,-2.0
39,2020-02-21,83.0,7,-1.4,▼,-3.0
40,2020-02-22,83.5,11,0.5,▲,-2.0
41,2020-02-23,83.7,8,0.2,▲,-1.0
42,2020-02-24,86.3,9,2.6,▲,0.0
43,2020-02-25,83.7,10,-2.6,▼,-1.0
44,2020-02-26,84.7,6,1.0,▲,0.0
45,2020-02-27,85.1,9,0.4,▲,1.0
46,2020-02-28,85.2,8,0.1,▲,2.0
47,2020-02-29,85.6,9,0.4,▲,3.0
48,2020-03-01,87.7,9,2.1,▲,4.0
49,2020-03-02,87.7,5,0.0,-,4.0
50,2020-03-03,87.8,6,0.1,▲,5.0
51,2020-03-04,87.2,5,-0.6,▼,4.0
52,2020-03-05,87.7,3,0.5,▲,5.0
53,2020-03-06,87.7,12,0.0,-,5.0
54,2020-03-07,86.2,15,-1.5,▼,4.0
55,2020-03-08,85.7,13,-0.5,▼,3.0
56,2020-03-09,86.7,7,1.0,▲,4.0
57,2020-03-10,86.8,6,0.1,▲,5.0
58,2020-03-11,83.3,12,-3.5,▼,4.0
59,2020-03-12,84.3,11,1.0,▲,5.0
60,2020-03-13,83.8,7,-0.5,▼,4.0
61,2020-03-14,83.9,9,0.1,▲,5.0
62,2020-03-15,83.7,26,-0.2,▼,4.0
63,2020-03-16,86.3,6,2.6,▲,5.0
64,2020-03-17,86.2,8,-0.1,▼,4.0
65,2020-03-18,87.6,7,1.4,▲,5.0
66,2020-03-19,86.5,8,-1.1,▼,4.0
67,2020-03-20,85.6,9,-0.9,▼,3.0
68,2020-03-21,85.1,10,-0.5,▼,2.0
69,2020-03-22,84.1,8,-1.0,▼,1.0
70,2020-03-23,82.7,12,-1.4,▼,0.0
71,2020-03-24,84.2,3,1.5,▲,1.0
72,2020-03-25,83.3,4,-0.9,▼,0.0
73,2020-03-26,83.3,3,0.0,-,0.0
74,2020-03-27,85.3,8,2.0,▲,1.0
75,2020-03-28,84.3,9,-1.0,▼,0.0
76,2020-03-29,81.8,7,-2.5,▼,-1.0
77,2020-03-30,82.8,11,1.0,▲,0.0
78,2020-03-31,83.2,8,0.4,▲,1.0
79,2020-04-01,83.2,11,0.0,-,1.0
80,2020-04-02,84.9,11,1.7,▲,2.0
81,2020-04-03,86.0,10,1.1,▲,3.0
82,2020-04-04,85.5,10,-0.5,▼,2.0
83,2020-04-05,85.8,15,0.3,▲,3.0
84,2020-04-06,85.8,17,0.0,-,3.0
85,2020-04-07,85.6,11,-0.2,▼,2.0
86,2020-04-08,86.1,11,0.5,▲,3.0
87,2020-04-09,87.1,15,1.0,▲,4.0
88,2020-04-10,87.6,10,0.5,▲,5.0
89,2020-04-11,87.2,13,-0.4,▼,4.0
90,2020-04-12,87.2,12,0.0,-,4.0
91,2020-04-13,86.2,17,-1.0,▼,3.0
92,2020-04-14,86.6,8,0.4,▲,4.0
93,2020-04-15,86.7,13,0.1,▲,5.0
94,2020-04-16,87.2,12,0.5,▲,6.0
95,2020-04-17,87.7,24,0.5,▲,7.0
