,datetime,avg_price,volume,day_before,yn_before,lank
0,2020-01-13,55.8,11,0.0,-,0.0
1,2020-01-14,56.0,29,0.2,▲,1.0
2,2020-01-15,56.2,13,0.2,▲,2.0
3,2020-01-16,58.0,16,1.8,▲,3.0
4,2020-01-17,59.2,19,1.2,▲,4.0
5,2020-01-18,59.4,32,0.2,▲,5.0
6,2020-01-19,59.4,25,0.0,-,5.0
7,2020-01-20,60.3,28,0.9,▲,6.0
8,2020-01-21,59.0,17,-1.3,▼,5.0
9,2020-01-22,59.2,22,0.2,▲,6.0
10,2020-01-23,59.3,23,0.1,▲,7.0
11,2020-01-24,59.3,23,0.0,-,7.0
12,2020-01-25,59.4,22,0.1,▲,8.0
13,2020-01-26,61.3,18,1.9,▲,9.0
14,2020-01-27,61.9,26,0.6,▲,10.0
15,2020-01-28,63.7,13,1.8,▲,11.0
16,2020-01-29,63.7,22,0.0,-,11.0
17,2020-01-30,64.2,13,0.5,▲,12.0
18,2020-01-31,63.8,21,-0.4,▼,11.0
19,2020-02-01,63.6,28,-0.2,▼,10.0
20,2020-02-02,62.8,35,-0.8,▼,9.0
21,2020-02-03,63.8,23,1.0,▲,10.0
22,2020-02-04,62.3,23,-1.5,▼,9.0
23,2020-02-05,60.5,27,-1.8,▼,8.0
24,2020-02-06,58.7,7,-1.8,▼,7.0
25,2020-02-07,54.2,15,-4.5,▼,6.0
26,2020-02-08,50.9,26,-3.3,▼,5.0
27,2020-02-09,49.4,26,-1.5,▼,4.0
28,2020-02-10,49.0,15,-0.4,▼,3.0
29,2020-02-11,47.8,29,-1.2,▼,2.0
30,2020-02-12,49.2,51,1.4,▲,3.0
31,2020-02-13,49.5,20,0.3,▲,4.0
32,2020-02-14,49.1,28,-0.4,▼,3.0
33,2020-02-15,49.3,51,0.2,▲,4.0
34,2020-02-16,49.5,34,0.2,▲,5.0
35,2020-02-17,50.1,17,0.6,▲,6.0
36,2020-02-18,51.1,27,1.0,▲,7.0
37,2020-02-19,52.5,19,1.4,▲,8.0
38,2020-02-20,52.9,11,0.4,▲,9.0
39,2020-02-21,53.8,12,0.9,▲,10.0
40,2020-02-22,53.1,13,-0.7,▼,9.0
41,2020-02-23,52.1,28,-1.0,▼,8.0
42,2020-02-24,51.1,22,-1.0,▼,7.0
43,2020-02-25,50.1,12,-1.0,▼,6.0
44,2020-02-26,49.7,13,-0.4,▼,5.0
45,2020-02-27,49.8,15,0.1,▲,6.0
46,2020-02-28,49.3,17,-0.5,▼,5.0
47,2020-02-29,49.3,24,0.0,-,5.0
48,2020-03-01,50.4,27,1.1,▲,6.0
49,2020-03-02,50.4,22,0.0,-,6.0
50,2020-03-03,50.8,16,0.4,▲,7.0
51,2020-03-04,52.1,27,1.3,▲,8.0
52,2020-03-05,52.1,18,0.0,-,8.0
53,2020-03-06,51.1,29,-1.0,▼,7.0
54,2020-03-07,50.6,21,-0.5,▼,6.0
55,2020-03-08,50.0,24,-0.6,▼,5.0
56,2020-03-09,48.7,19,-1.3,▼,4.0
57,2020-03-10,47.7,17,-1.0,▼,3.0
58,2020-03-11,46.7,24,-1.0,▼,2.0
59,2020-03-12,46.7,23,0.0,-,2.0
60,2020-03-13,46.0,24,-0.7,▼,1.0
61,2020-03-14,45.3,25,-0.7,▼,0.0
62,2020-03-15,44.8,29,-0.5,▼,-1.0
63,2020-03-16,43.4,22,-1.4,▼,-2.0
64,2020-03-17,41.7,13,-1.7,▼,-3.0
65,2020-03-18,40.6,31,-1.1,▼,-4.0
66,2020-03-19,39.8,32,-0.8,▼,-5.0
67,2020-03-20,39.2,24,-0.6,▼,-6.0
68,2020-03-21,39.5,23,0.3,▲,-5.0
69,2020-03-22,39.1,26,-0.4,▼,-6.0
70,2020-03-23,37.4,20,-1.7,▼,-7.0
71,2020-03-24,35.4,33,-2.0,▼,-8.0
72,2020-03-25,33.7,20,-1.7,▼,-9.0
73,2020-03-26,31.5,19,-2.2,▼,-10.0
74,2020-03-27,29.9,27,-1.6,▼,-11.0
75,2020-03-28,30.2,36,0.3,▲,-10.0
76,2020-03-29,31.0,31,0.8,▲,-9.0
77,2020-03-30,31.6,25,0.6,▲,-8.0
78,2020-03-31,33.9,29,2.3,▲,-7.0
79,2020-04-01,34.5,35,0.6,▲,-6.0
80,2020-04-02,34.9,22,0.4,▲,-5.0
81,2020-04-03,34.6,29,-0.3,▼,-6.0
82,2020-04-04,33.8,36,-0.8,▼,-7.0
83,2020-04-05,31.8,47,-2.0,▼,-8.0
84,2020-04-06,31.5,25,-0.3,▼,-9.0
85,2020-04-07,30.6,31,-0.9,▼,-10.0
86,2020-04-08,30.8,23,0.2,▲,-9.0
87,2020-04-09,31.6,16,0.8,▲,-8.0
88,2020-04-10,31.6,30,0.0,-,-8.0
89,2020-04-11,31.3,28,-0.3,▼,-9.0
