,datetime,avg_price
0,2019-12-24,61.5
1,2019-12-25,58.0
2,2019-12-26,60.0
3,2019-12-27,60.0
4,2019-12-28,59.0
5,2019-12-29,60.0
6,2019-12-30,60.0
7,2019-12-31,61.5
8,2020-01-01,59.5
9,2020-01-02,57.5
10,2020-01-03,54.0
11,2020-01-04,53.0
12,2020-01-05,59.0
13,2020-01-06,59.0
14,2020-01-07,60.0
15,2020-01-08,58.5
16,2020-01-09,59.0
17,2020-01-10,56.0
18,2020-01-11,57.5
19,2020-01-12,57.5
20,2020-01-13,57.5
21,2020-01-14,57.5
22,2020-01-15,57.0
23,2020-01-16,57.0
24,2020-01-17,51.5
25,2020-01-18,54.5
26,2020-01-19,52.0
27,2020-01-20,52.5
28,2020-01-21,59.5
29,2020-01-22,52.5
30,2020-01-23,58.5
31,2020-01-24,57.5
32,2020-01-25,57.0
33,2020-01-26,53.0
34,2020-01-27,55.0
35,2020-01-28,55.0
36,2020-01-29,56.5
37,2020-01-30,51.0
38,2020-01-31,50.0
39,2020-02-01,50.0
40,2020-02-02,50.0
41,2020-02-03,52.0
42,2020-02-04,55.0
43,2020-02-05,57.0
44,2020-02-06,57.0
45,2020-02-07,60.0
46,2020-02-08,57.0
47,2020-02-09,60.0
48,2020-02-10,60.0
49,2020-02-11,62.0
50,2020-02-12,58.0
51,2020-02-13,60.0
52,2020-02-14,60.0
53,2020-02-15,59.5
54,2020-02-16,58.5
55,2020-02-17,58.0
56,2020-02-18,63.5
57,2020-02-19,62.0
58,2020-02-20,58.0
59,2020-02-21,60.0
60,2020-02-22,58.5
61,2020-02-23,60.0
62,2020-02-24,62.5
63,2020-02-25,62.0
64,2020-02-26,60.0
65,2020-02-27,62.5
66,2020-02-28,60.0
67,2020-02-29,60.0
68,2020-03-01,58.0
69,2020-03-02,59.0
70,2020-03-03,59.5
71,2020-03-04,59.5
72,2020-03-05,60.0
73,2020-03-06,61.0
74,2020-03-07,59.5
75,2020-03-08,63.0
76,2020-03-09,60.0
77,2020-03-10,60.0
78,2020-03-11,60.0
79,2020-03-12,59.5
80,2020-03-13,57.5
81,2020-03-14,59.0
82,2020-03-15,59.5
83,2020-03-16,60.0
84,2020-03-17,55.0
85,2020-03-18,55.0
86,2020-03-19,54.0
87,2020-03-20,54.0
88,2020-03-21,55.0
