,datetime,avg_price,volume,day_before,yn_before
0,2019-12-30,67.0,34,0.0,-
1,2019-12-31,70.0,47,3.0,▲
2,2020-01-01,68.0,57,-2.0,▼
3,2020-01-02,70.0,46,2.0,▲
4,2020-01-03,65.0,55,-5.0,▼
5,2020-01-04,70.0,48,5.0,▲
6,2020-01-05,69.5,43,-0.5,▼
7,2020-01-06,70.0,55,0.5,▲
8,2020-01-07,70.0,38,0.0,-
9,2020-01-08,70.0,39,0.0,-
10,2020-01-09,69.5,29,-0.5,▼
11,2020-01-10,70.5,36,1.0,▲
12,2020-01-11,67.5,53,-3.0,▼
13,2020-01-12,66.0,42,-1.5,▼
14,2020-01-13,67.5,36,1.5,▲
15,2020-01-14,67.5,42,0.0,-
16,2020-01-15,70.0,39,2.5,▲
17,2020-01-16,70.0,39,0.0,-
18,2020-01-17,60.0,48,-10.0,▼
19,2020-01-18,65.0,50,5.0,▲
20,2020-01-19,69.5,49,4.5,▲
21,2020-01-20,68.5,27,-1.0,▼
22,2020-01-21,65.0,33,-3.5,▼
23,2020-01-22,63.5,39,-1.5,▼
24,2020-01-23,66.0,42,2.5,▲
25,2020-01-24,69.5,24,3.5,▲
26,2020-01-25,63.5,54,-6.0,▼
27,2020-01-26,67.5,23,4.0,▲
28,2020-01-27,62.5,34,-5.0,▼
29,2020-01-28,60.0,33,-2.5,▼
30,2020-01-29,60.0,49,0.0,-
31,2020-01-30,60.0,42,0.0,-
32,2020-01-31,58.5,37,-1.5,▼
33,2020-02-01,60.0,57,1.5,▲
34,2020-02-02,59.5,44,-0.5,▼
35,2020-02-03,57.0,56,-2.5,▼
36,2020-02-04,60.0,36,3.0,▲
37,2020-02-05,65.0,75,5.0,▲
38,2020-02-06,65.5,57,0.5,▲
39,2020-02-07,67.5,55,2.0,▲
40,2020-02-08,63.5,51,-4.0,▼
41,2020-02-09,69.0,34,5.5,▲
42,2020-02-10,69.0,29,0.0,-
43,2020-02-11,71.0,55,2.0,▲
44,2020-02-12,72.5,51,1.5,▲
45,2020-02-13,70.0,40,-2.5,▼
46,2020-02-14,69.5,51,-0.5,▼
47,2020-02-15,66.0,74,-3.5,▼
48,2020-02-16,67.0,58,1.0,▲
49,2020-02-17,72.5,53,5.5,▲
50,2020-02-18,72.0,40,-0.5,▼
51,2020-02-19,74.5,40,2.5,▲
52,2020-02-20,74.5,29,0.0,-
53,2020-02-21,75.0,39,0.5,▲
54,2020-02-22,68.5,50,-6.5,▼
55,2020-02-23,70.0,37,1.5,▲
56,2020-02-24,69.0,19,-1.0,▼
57,2020-02-25,70.0,25,1.0,▲
58,2020-02-26,75.0,33,5.0,▲
59,2020-02-27,68.0,44,-7.0,▼
60,2020-02-28,70.0,45,2.0,▲
61,2020-02-29,70.0,45,0.0,-
62,2020-03-01,68.0,29,-2.0,▼
63,2020-03-02,72.5,29,4.5,▲
64,2020-03-03,76.5,33,4.0,▲
65,2020-03-04,77.5,27,1.0,▲
66,2020-03-05,74.5,22,-3.0,▼
67,2020-03-06,70.0,22,-4.5,▼
68,2020-03-07,77.0,41,7.0,▲
69,2020-03-08,73.0,53,-4.0,▼
70,2020-03-09,75.0,35,2.0,▲
71,2020-03-10,77.5,34,2.5,▲
72,2020-03-11,80.0,34,2.5,▲
73,2020-03-12,86.5,31,6.5,▲
74,2020-03-13,80.0,35,-6.5,▼
75,2020-03-14,78.0,48,-2.0,▼
76,2020-03-15,85.0,40,7.0,▲
77,2020-03-16,87.0,47,2.0,▲
78,2020-03-17,81.0,44,-6.0,▼
79,2020-03-18,84.0,33,3.0,▲
80,2020-03-19,80.0,49,-4.0,▼
81,2020-03-20,86.5,39,6.5,▲
82,2020-03-21,87.5,52,1.0,▲
83,2020-03-22,90.0,40,2.5,▲
84,2020-03-23,90.0,34,0.0,-
85,2020-03-24,90.0,34,0.0,-
86,2020-03-25,90.0,39,0.0,-
87,2020-03-26,90.0,30,0.0,-
88,2020-03-27,82.5,42,-7.5,▼
89,2020-03-28,82.0,52,-0.5,▼
90,2020-03-29,80.0,65,-2.0,▼
91,2020-03-30,77.5,38,-2.5,▼
92,2020-03-31,88.0,43,10.5,▲
93,2020-04-01,89.0,40,1.0,▲
94,2020-04-02,89.0,64,0.0,-
95,2020-04-03,87.5,63,-1.5,▼
96,2020-04-04,87.5,53,0.0,-
