,datetime,avg_price
0,2019-12-24,99.0
1,2019-12-25,99.5
2,2019-12-26,98.5
3,2019-12-27,99.0
4,2019-12-28,99.0
5,2019-12-29,99.0
6,2019-12-30,99.5
7,2019-12-31,100.0
8,2020-01-01,100.0
9,2020-01-02,97.5
10,2020-01-03,99.5
11,2020-01-04,100.0
12,2020-01-05,97.5
13,2020-01-06,99.5
14,2020-01-07,100.0
15,2020-01-08,102.5
16,2020-01-09,99.5
17,2020-01-10,100.0
18,2020-01-11,99.0
19,2020-01-12,99.5
20,2020-01-13,99.5
21,2020-01-14,100.0
22,2020-01-15,102.5
23,2020-01-16,100.0
24,2020-01-17,105.0
25,2020-01-18,105.5
26,2020-01-19,105.0
27,2020-01-20,107.5
28,2020-01-21,105.0
29,2020-01-22,104.5
30,2020-01-23,109.5
31,2020-01-24,110.0
32,2020-01-25,110.0
33,2020-01-26,110.0
34,2020-01-27,114.5
35,2020-01-28,110.0
36,2020-01-29,112.5
37,2020-01-30,112.5
38,2020-01-31,110.0
39,2020-02-01,117.0
40,2020-02-02,112.5
41,2020-02-03,109.5
42,2020-02-04,110.0
43,2020-02-05,110.0
44,2020-02-06,112.5
45,2020-02-07,112.5
46,2020-02-08,108.5
47,2020-02-09,109.0
48,2020-02-10,110.0
49,2020-02-11,110.0
50,2020-02-12,117.5
51,2020-02-13,122.5
52,2020-02-14,109.5
53,2020-02-15,99.5
54,2020-02-16,102.0
55,2020-02-17,112.0
56,2020-02-18,107.5
57,2020-02-19,114.0
58,2020-02-20,107.5
59,2020-02-21,109.5
60,2020-02-22,105.0
61,2020-02-23,110.0
62,2020-02-24,110.0
63,2020-02-25,115.0
64,2020-02-26,112.5
65,2020-02-27,112.5
66,2020-02-28,110.0
67,2020-02-29,115.0
68,2020-03-01,108.0
69,2020-03-02,114.5
70,2020-03-03,107.5
71,2020-03-04,119.5
72,2020-03-05,120.0
73,2020-03-06,192.5
74,2020-03-07,120.0
75,2020-03-08,121.5
76,2020-03-09,120.0
77,2020-03-10,119.5
78,2020-03-11,119.0
79,2020-03-12,120.0
80,2020-03-13,120.0
81,2020-03-14,120.0
82,2020-03-15,115.0
83,2020-03-16,121.0
84,2020-03-17,119.5
85,2020-03-18,120.0
86,2020-03-19,117.5
87,2020-03-20,117.0
88,2020-03-21,120.0
