,datetime,avg_price
0,2019-12-24,145.0
1,2019-12-25,145.0
2,2019-12-26,147.0
3,2019-12-27,146.5
4,2019-12-28,145.0
5,2019-12-29,147.0
6,2019-12-30,147.0
7,2019-12-31,146.0
8,2020-01-01,145.0
9,2020-01-02,149.0
10,2020-01-03,148.5
11,2020-01-04,145.5
12,2020-01-05,147.5
13,2020-01-06,150.0
14,2020-01-07,150.0
15,2020-01-08,150.0
16,2020-01-09,149.0
17,2020-01-10,149.5
18,2020-01-11,149.5
19,2020-01-12,147.0
20,2020-01-13,155.0
21,2020-01-14,150.5
22,2020-01-15,152.5
23,2020-01-16,157.5
24,2020-01-17,152.5
25,2020-01-18,149.0
26,2020-01-19,152.5
27,2020-01-20,160.0
28,2020-01-21,150.0
29,2020-01-22,152.5
30,2020-01-23,150.0
31,2020-01-24,154.5
32,2020-01-25,148.0
33,2020-01-26,155.0
34,2020-01-27,160.0
35,2020-01-28,158.5
36,2020-01-29,160.0
37,2020-01-30,162.5
38,2020-01-31,167.5
39,2020-02-01,160.0
40,2020-02-02,160.0
41,2020-02-03,165.0
42,2020-02-04,155.0
43,2020-02-05,160.0
44,2020-02-06,152.5
45,2020-02-07,152.5
46,2020-02-08,157.5
47,2020-02-09,162.5
48,2020-02-10,155.0
49,2020-02-11,160.0
50,2020-02-12,160.0
51,2020-02-13,160.0
52,2020-02-14,150.0
53,2020-02-15,150.0
54,2020-02-16,152.5
55,2020-02-17,152.5
56,2020-02-18,157.0
57,2020-02-19,160.0
58,2020-02-20,160.0
59,2020-02-21,160.0
60,2020-02-22,159.0
61,2020-02-23,160.0
62,2020-02-24,167.0
63,2020-02-25,163.0
64,2020-02-26,164.5
65,2020-02-27,164.0
66,2020-02-28,164.5
67,2020-02-29,167.5
68,2020-03-01,162.5
69,2020-03-02,169.5
70,2020-03-03,169.0
71,2020-03-04,169.0
72,2020-03-05,169.0
73,2020-03-06,170.0
74,2020-03-07,170.0
75,2020-03-08,170.0
76,2020-03-09,172.5
77,2020-03-10,172.5
78,2020-03-11,170.0
79,2020-03-12,170.0
80,2020-03-13,170.0
81,2020-03-14,167.5
82,2020-03-15,170.0
83,2020-03-16,174.0
84,2020-03-17,170.0
85,2020-03-18,165.0
86,2020-03-19,169.0
87,2020-03-20,169.0
88,2020-03-21,165.0
